metabolite_id,sage_value,sage_value_sd
p23400_i0,3.161272986197356,0.41205399710451346
p23401_i0,0.08910455679482214,0.010538224325218006
p23402_i0,-0.45762954098267417,0.05871610150790103
p23403_i0,-0.2424330035912491,0.03828958388450273
p23404_i0,1.1172311818817595,0.14834323606813551
p23405_i0,0.590365958600281,0.08463835830746294
p23406_i0,1.3805180895593636,0.14826857928437318
p23407_i0,-0.8961512093256443,0.15603082528359663
p23408_i0,-0.3244737000237214,0.06085819039116966
p23409_i0,-0.004722261443035939,0.0006501773560053618
p23410_i0,-0.04384650854055694,0.007137489205684858
p23411_i0,-2.067831921985101,0.2728196075839734
p23412_i0,-0.11501672235813247,0.017899613308042496
p23413_i0,0.04512580197070018,0.005949317835521039
p23414_i0,-0.9248948204461244,0.1143254985974386
p23415_i0,1.9131646186362374,0.23860817305695722
p23416_i0,-0.10836280908770582,0.014523514408054364
p23417_i0,0.13765283979641493,0.01955863574931826
p23418_i0,0.5784815448831987,0.0716845378332715
p23419_i0,0.21617983195105678,0.02811816165752555
p23420_i0,-0.03658958317030565,0.005668022092523053
p23421_i0,0.1103452965914089,0.013974394133916176
p23422_i0,0.08767445406984636,0.010039940151988946
p23423_i0,-7.095148977612785,0.9999148634502569
p23424_i0,-2.235192236414172,0.29957205480234755
p23425_i0,0.9188727041307815,0.11969471730294212
p23426_i0,-0.4270085283984349,0.05504936161743321
p23427_i0,-0.00023247401420472915,2.4515301349997627e-05
p23428_i0,-1.2811909802326446e-08,1.8015819873397465e-09
p23429_i0,4.907529522686205e-07,6.36912568963097e-08
p23430_i0,-0.0002030486981517648,2.6542143746282466e-05
p23431_i0,46.93744327731161,2.248490694974647
p23432_i0,3.653272374530319,0.49892621501604345
p23433_i0,21.611636419494257,1.8267997524847275
p23434_i0,-2.955399695602392,0.35351016557801207
p23436_i0,-2.410692118612764,0.29715913437176206
p23437_i0,-3.936293880244897,0.44780669315032967
p23438_i0,0.11565649889081593,0.015562047565481026
p23439_i0,0.15005577518492297,0.02042991530141303
p23440_i0,-1.1071795690975146,0.13941044043173356
p23442_i0,13.891781051168225,1.5840011273211843
p23443_i0,-0.021890344371530746,0.002797028931657396
p23444_i0,0.04087438352903608,0.007459059711324756
p23445_i0,-1.9629711021620389,0.2142294595610121
p23446_i0,-1.3641061048204646,0.19318816517806658
p23447_i0,5.020405830600115,0.6815395607829934
p23448_i0,-1.520059926798674,0.19371638599527413
p23449_i0,-2.401876335229533,0.3134779056779279
p23450_i0,-0.020209984148866336,0.002657384455218962
p23460_i0,-0.04699302990167242,0.006341175853250043
p23461_i0,0.07667465490813337,0.00857589375709003
p23462_i0,0.019977570803688068,0.0028487840551446597
p23463_i0,2.1197946432288457e-05,2.547954204638137e-06
p23464_i0,0.02052731892701094,0.0027142843333576175
p23465_i0,0.001712368150417491,0.0002574102405810737
p23466_i0,0.0008832853982972786,0.000143364284188251
p23467_i0,0.00104585390199923,0.00012562424473438444
