pathway_name,sage_value,sage_value_sd
Amino acids,0.19143906823566414,0.02424656113294892
Apolipoproteins,-0.0034429699524265228,0.0006575613124940169
Cholesterol,-0.0009528458999952188,0.002391227463164538
Cholesteryl esters,0.002686842440095316,0.0008540096589846901
Fatty acids,0.16320693866006242,0.019900453964192644
Fluid balance,0.003856408402168111,0.0009922794153430746
Free cholesterol,0.0022283874226169884,0.0004914322973307664
Glycolysis related metabolites,0.04470791675114161,0.01137385517497949
Inflammation,0.025975423313775805,0.0026009886932245358
Ketone bodies,1.4807372415352487,0.06637284661263265
Lipoprotein particle concentrations,-0.005101392003019325,0.0012640594369414395
Lipoprotein particle sizes,-0.0005459361865201955,0.0007567752755941601
Lipoprotein subclasses,0.31384252424015924,0.01912787455154709
Other lipids,0.0072718270277752,0.002163141559466492
Phospholipids,-0.0036613018036034803,0.0007208687872461298
Total lipids,0.00655658256642897,0.0028186476062819223
Triglycerides,0.0055860521580629995,0.004686572657635898
