metabolite_id,sage_value,sage_value_sd
p23400_i0,0.002379423096715484,0.0004751089423737955
p23401_i0,-0.002704976047199548,0.0004669172920637157
p23402_i0,-0.001099690536255774,0.00043669918126389205
p23403_i0,0.0028184122466538854,0.00014871562207095237
p23404_i0,-0.0006792911317699769,0.00010275240757432835
p23405_i0,0.01852818982064203,0.011041860862320365
p23406_i0,-0.005833084341693467,0.00030646351399916515
p23407_i0,-0.00488815638378528,0.0005518206600784331
p23408_i0,-0.005914577162885339,0.0005573768470582104
p23409_i0,0.0018593816489553133,0.0003788888901678812
p23410_i0,0.0110609950526825,0.001002274406430273
p23411_i0,0.0029040081793448897,0.00016924485249779928
p23412_i0,-0.0014574269074858804,7.580170778044756e-05
p23413_i0,-0.0028561807932433194,0.00046808902832048385
p23414_i0,-0.0033699078961777784,0.00017027151023016345
p23415_i0,0.0022769423734618475,0.00036799238616316306
p23416_i0,0.0034409283701502496,0.0002000905944677662
p23417_i0,0.010562558916080675,0.005467649575121055
p23418_i0,-0.0063692912317445645,0.0003723520504392446
p23419_i0,0.0026149033267174803,0.00048271843022364776
p23420_i0,0.0016893690999164987,8.775908381736853e-05
p23421_i0,0.008650880562758725,0.006508663116391062
p23422_i0,-0.0032165737303103755,0.00014284724352940425
p23423_i0,0.016305287737104733,0.0011976468758392502
p23424_i0,-0.004895034544543169,0.0002968850022670861
p23425_i0,-0.0028997664480638926,0.0003009881517775593
p23426_i0,-0.0035684154582611566,0.00018207988234008948
p23427_i0,-0.0023528785735479844,0.00018115724301259476
p23428_i0,-0.0012430797746009487,7.686969653942934e-05
p23429_i0,0.0009727787361419991,7.399251405753102e-05
p23430_i0,-0.002800362159905147,0.0001993284306095369
p23431_i0,-0.00016302549388060776,0.00013379029545552455
p23432_i0,0.00017248785152242246,6.279884075261694e-05
p23433_i0,0.00031555655565341226,5.699713371364496e-05
p23434_i0,-0.001699350552903909,9.66560726779886e-05
p23436_i0,0.0008727377756600079,4.520631712503275e-05
p23437_i0,0.01675819920272165,0.0006542685378233987
p23438_i0,-0.0049745768716335514,0.0014158619046243243
p23439_i0,-0.0016246821234167212,0.00011233695288156921
p23440_i0,-0.002381510562419905,0.00012793902247000698
p23442_i0,0.004324047025424547,0.0005650063426093544
p23443_i0,-0.0006649924185018952,0.0003273778565560177
p23444_i0,0.03255542876079516,0.0023397263648334905
p23445_i0,0.014506489167389202,0.0013816148619812648
p23446_i0,0.00039585220717367554,8.36080942163392e-05
p23447_i0,0.009868293788332835,0.0005602648568075086
p23448_i0,0.006345838195994534,0.0007830020265202671
p23449_i0,0.10743335203080571,0.004002188901304938
p23450_i0,0.017471944284407088,0.002106163744265433
p23460_i0,0.07358145375371793,0.0030608886091223544
p23461_i0,0.01967677754615683,0.001005855758237112
p23462_i0,0.021978082712469583,0.0014439933622529806
p23463_i0,0.016195311979294982,0.0010395294970100874
p23464_i0,0.00034114527995205535,0.00016642548535445137
p23465_i0,0.0013828209874625855,0.00011943741240907223
p23466_i0,-0.0013925462210473245,0.0002100186462088885
p23467_i0,0.0015838486315499255,0.00022478400777775282
p23468_i0,0.002749263340557568,0.001459808866236794
p23469_i0,0.05512480204057886,0.002143977686060977
p23470_i0,0.029248845930651163,0.0019391946857848133
p23471_i0,0.019100356778399944,0.0023800365900778684
p23472_i0,-0.032516633218986346,0.0018292208255668294
p23473_i0,0.019846344558576933,0.0015783323433992524
p23474_i0,0.4681194972813497,0.008589274536633752
p23475_i0,0.031763560595837556,0.0027885236132199885
p23476_i0,0.5504158217672673,0.014092551214321757
p23477_i0,0.37600255364279556,0.008947898576626178
p23478_i0,0.004546425498679167,0.00028005856419984176
p23479_i0,-0.0007854813252616246,0.00010937276397046519
p23480_i0,0.024119298696479954,0.0008544534192967373
p23481_i0,0.019028197117361718,0.0007995432307727749
p23482_i0,0.012993015094221474,0.0005856968254691712
p23483_i0,0.03894308109544513,0.0012942693525082318
p23484_i0,0.02373609977086077,0.0008726013012401799
p23485_i0,0.025180664635634918,0.000937799179471097
p23486_i0,0.02168758105781867,0.0008555024075360018
p23487_i0,0.009076057748801344,0.000648261146189439
p23488_i0,0.005210482909935678,0.0001955096249456741
p23489_i0,0.0027395495673059244,0.00012272503969381978
p23490_i0,0.025563064207529303,0.0008364818349507974
p23491_i0,0.014537116745339576,0.0005048050697049173
p23492_i0,0.0214280638636352,0.0006588305581703111
p23493_i0,0.009466513228744249,0.00039991839408800743
p23494_i0,0.00017910383405157873,1.2533177307064122e-05
p23495_i0,-0.003545829972960677,0.00019637876638894263
p23496_i0,-0.005694482695500799,0.00036882679153721034
p23497_i0,0.015184604398639244,0.0004730516118419697
p23498_i0,0.004102426031809875,0.00018017094399051632
p23499_i0,0.005543164880378357,0.00024207019411191927
p23500_i0,0.003651035108982735,0.00013449741392955995
p23501_i0,-0.007496864440225064,0.0007129281663508381
p23502_i0,-0.0019211448099762298,0.00011406029153675538
p23503_i0,-0.007594120880444246,0.0005589928382388866
p23504_i0,-0.0030734710445466636,0.00024405021699265634
p23505_i0,0.0001737339080366657,2.642786426821234e-05
p23506_i0,9.211111523268754e-05,3.680645113083004e-05
p23507_i0,-0.0003925872903043903,3.337741370891183e-05
p23508_i0,-0.008178048274029974,0.0008376007399143865
p23509_i0,-0.00048294317176255736,3.4481757166254436e-05
p23510_i0,-0.0001377005217291125,1.0344612600541437e-05
p23511_i0,0.004241190148762424,0.0002385223430594222
p23512_i0,0.010605107862535216,0.0005431792380892555
p23513_i0,0.015537639009222982,0.0006994486626488355
p23514_i0,0.0033121626150182226,0.00021803667160852147
p23515_i0,-0.002128681338904594,0.0006014265414140405
p23516_i0,0.0009596618343408879,0.00044528552354895887
p23517_i0,9.606249522881735e-05,0.0005041217770468382
p23518_i0,0.0038502991864299125,0.0007391314072083979
p23519_i0,-0.000491378242834722,0.00011639954697592263
p23520_i0,0.000793099626481521,0.00010669596393293729
p23521_i0,0.0051969010357730975,0.000728918698002963
p23522_i0,0.0003931635380075923,0.00022485564042814575
p23523_i0,0.002171414711226913,0.00040230483142320825
p23524_i0,0.004585691765205076,0.0004566469709667487
p23525_i0,0.0002268477483000091,5.716126607547919e-05
p23526_i0,0.007076936574912677,0.0005001347740575421
p23527_i0,0.013375812809262779,0.0008985213122775555
p23528_i0,-0.0007149489290519033,0.00047278226858316714
p23529_i0,-0.0009579652677456027,0.0006394392295645522
p23530_i0,-0.0007642431847871044,9.102361043322887e-05
p23531_i0,-0.0017173686519601369,0.0009319616256539756
p23532_i0,-0.0011381021333163057,0.00020855936133735243
p23533_i0,0.023320646259869803,0.016113076119943334
p23534_i0,0.00030527741139530905,0.00015563273868001467
p23535_i0,0.0064142808179529515,0.005957800997154191
p23536_i0,0.0019907871913234245,0.0006336449797895562
p23537_i0,0.011394725044076503,0.0008238712247157112
p23538_i0,0.0015012794486499764,8.773624148348848e-05
p23539_i0,-0.004388368894599925,0.0004377689691620205
p23540_i0,0.03346291165531914,0.020245350653227613
p23541_i0,0.02804504846737336,0.009292740520045733
p23542_i0,0.011455685123852281,0.0051337540463766655
p23543_i0,0.0015328642093804137,0.0002726671066815218
p23544_i0,-0.0052714248035222715,0.00043897363987115606
p23545_i0,-0.0032813305189121106,0.00043868003144633446
p23546_i0,-0.0020818578166191377,0.0002220576835091205
p23547_i0,0.03582912762150872,0.01898956110794797
p23548_i0,0.05100445197320445,0.02750729099934123
p23549_i0,0.007075643463815105,0.0031979532535338384
p23550_i0,-0.0010694614864703346,0.00034164703965376653
p23551_i0,0.00045786308841636595,1.830900557213469e-05
p23552_i0,-0.003478771013284519,0.00015142502887718911
p23553_i0,-0.005936227541118924,0.00035886383896396596
p23554_i0,-0.003149826100305061,0.00014737822097286727
p23555_i0,-0.005618479914156949,0.0002771315325035165
p23556_i0,0.001983622338463978,9.43315526339294e-05
p23557_i0,0.0326401722136575,0.0015551240120527307
p23558_i0,-0.008674399039969381,0.00038981364835926035
p23559_i0,-0.008264666990068842,0.00037596282169277223
p23560_i0,-0.00824115613041827,0.00040799362749857556
p23561_i0,-0.00929558185258186,0.00047020539849390515
p23562_i0,-0.009537960437443007,0.00047699355575233276
p23563_i0,-0.007925084969535576,0.0004008558565827944
p23564_i0,0.04003878118970268,0.0013868519084819357
p23565_i0,-0.004749379501570655,0.00026592657669199195
p23566_i0,-0.004079342698758103,0.00023737068279097321
p23567_i0,-0.0031592532641352223,0.0002073658233726069
p23568_i0,-0.006328425383754937,0.00037984276558623533
p23569_i0,-0.005863015398932405,0.00040733629635637705
p23570_i0,-0.00493909918563529,0.00027276308526157284
p23571_i0,0.006183857134675072,0.0010159179567060615
p23572_i0,0.0015845650192812463,0.0002744319202249156
p23573_i0,0.000405315986277209,0.000144978980878707
p23574_i0,4.1567044951933706e-05,0.00010723557335811607
p23575_i0,0.0009354098919429999,0.0003228540369279348
p23576_i0,0.002929979298749305,0.00040746863542273024
p23577_i0,-0.00016346790799806645,1.7998225466261258e-05
p23578_i0,-0.005383670185974942,0.00038782608916022887
