pathway_name,sage_value,sage_value_sd
Aromatic amino acids,-0.0014759323786448226,5.9899951403101826e-05
Branched-chain amino acids,0.024279511622705956,0.0010258384567139107
Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),0.0841367836546549,0.008615933709621834
IDL (average diameter 28.6 nm),0.3618933553493248,0.01660207700663848
Large HDL (average diameter 12.1 nm),2.420295824757814,0.13377740227430146
Large LDL (average diameter 25.5 nm),1.1112104725912573,0.04521709535909482
Large VLDL (average diameter 53.6 nm),-0.11992226323844206,0.007498051261325182
Medium HDL (average diameter 10.9 nm),-2.139250902952993,0.09427327071814141
Medium LDL (average diameter 23 nm),-0.10718993680698466,0.0048819930830533344
Medium VLDL (average diameter 44.5 nm),-0.2977968458299198,0.015369357895443239
Small HDL (average diameter 8.7 nm),-4.161235975292354,0.17572431478339595
Small LDL (average diameter 18.7 nm),0.09024218555419858,0.003891411105893863
Small VLDL (average diameter 36.8 nm),-0.28132563022195844,0.01388907880415116
Very large HDL (average diameter 14.3 nm),0.26668965226586017,0.013957112105553764
Very large VLDL (average diameter 64 nm),-0.027106098232445742,0.00201433930127065
Very small VLDL (average diameter 31.3 nm),-0.15700394456141373,0.006823603065829845
p23400_i0,3.862407753942849,0.15813356957843458
p23401_i0,0.08528345101530126,0.0038458351780975585
p23402_i0,-0.5559424690447624,0.024803592649162022
p23403_i0,-0.32262789750565285,0.016607054884592083
p23404_i0,1.488893079997613,0.06422268985892711
p23405_i0,0.6248282121631356,0.027260362387852854
p23406_i0,1.110552197302065,0.04721164448483606
p23407_i0,-1.1552723625459043,0.06286773875923007
p23408_i0,-0.37745147575591487,0.022946634777032456
p23409_i0,-0.00563997896557218,0.0002430038601276118
p23410_i0,-0.05249829045191272,0.0023659266554088105
p23411_i0,-2.1461011220633783,0.08956029980438021
p23412_i0,-0.1383094920341033,0.007219624623782422
p23413_i0,0.057978508598141076,0.002453906271914412
p23414_i0,-0.9116274694586703,0.03863798532941373
p23415_i0,2.080993064672984,0.08625376428255328
p23416_i0,-0.12502474364212332,0.006313603151551921
p23417_i0,0.15227572684989693,0.007196014591531851
p23418_i0,0.6350641532690917,0.026567578962700913
p23419_i0,0.23877491727268124,0.010297714204461078
p23420_i0,-0.04802697735838497,0.0023740504922813415
p23421_i0,0.11273433255540724,0.005001808807182131
p23422_i0,0.07155867689103629,0.0030894952630788008
p23423_i0,-8.216514141505598,0.3730254679411087
p23424_i0,-2.5148033479366374,0.1406459457337457
p23425_i0,1.0433446060131528,0.04581916974184994
p23426_i0,-0.41284268539346114,0.0183528083177007
p23427_i0,-0.00021566328347298619,8.727634724662034e-06
p23428_i0,-1.585654697115144e-08,7.373719294472615e-10
p23429_i0,5.533802341421165e-07,2.5687318685483574e-08
p23430_i0,-0.00018829225605270303,8.36175238487551e-06
p23431_i0,48.67434891962676,0.8337186804999813
p23432_i0,4.463133700001274,0.17048608611044894
p23433_i0,18.396710865335383,0.6559294430783829
p23434_i0,-2.9271426915719,0.11904305263079022
p23436_i0,-2.39819541283733,0.10510530113092996
p23437_i0,-3.280200443402712,0.14825717702252536
p23438_i0,0.12108257761468351,0.005106930508226906
p23439_i0,0.17162287626831216,0.007189265133541849
p23440_i0,-1.086747928978751,0.04604718476968797
p23442_i0,14.750808572170492,0.5737007363854517
p23443_i0,-0.024419403198751136,0.0010105480423326543
p23444_i0,0.05114759345321219,0.002582301984103811
p23445_i0,-1.8925707728364722,0.08061565381026027
p23446_i0,-1.5847463208107249,0.06877490144607282
p23447_i0,5.494345746776066,0.24039738282999348
p23448_i0,-1.5407964345726328,0.06786139629646094
p23449_i0,-2.652716890467154,0.11695876782658077
p23450_i0,-0.0212933949741145,0.0010268612266006185
p23460_i0,-0.056564762349532074,0.002336270749124037
p23461_i0,0.07672453817093002,0.0030532988424523777
p23462_i0,0.019209791507395914,0.0008652090536624606
p23463_i0,2.1314392911552103e-05,8.622550966204153e-07
p23470_i0,-0.16258858861611286,0.0073039705164331835
p23471_i0,0.05351246130358892,0.0023949979763255415
p23472_i0,0.00464628119281112,0.00021127226933812787
p23473_i0,0.003428744524005883,0.00014361747940820637
p23474_i0,0.05599593599541033,0.0037165519525980332
p23475_i0,0.0004973214427577803,2.344374680867571e-05
p23476_i0,0.0017352712437039939,0.00011484508852499085
p23477_i0,0.000757787725849048,3.5595335421590846e-05
p23478_i0,0.0016807656911676646,7.22866112592944e-05
p23479_i0,2.0585375933781536,0.08174582945379538
p23480_i0,0.10073897072774664,0.004127129178422374
