model,mse_cormat,mse,seed,data,d_dim
Poly,1.1828630763377315,42636.96580077901,806,BB Train,18
Cosine,6.394779428938061e-29,2.9000621977210863e-6,806,BB Train,18
Sigmoid,4.917994757392124e-31,2.900062197720568e-6,806,BB Train,18
RBF,5.114112336829041e-31,2.9000621977315006e-6,806,BB Train,18
Poly,1.1816969323889517,42636.96580077892,807,BB Train,18
Cosine,6.349443757088954e-29,2.900062197720727e-6,807,BB Train,18
Sigmoid,5.076842977681742e-31,2.900062197720514e-6,807,BB Train,18
RBF,5.768329196007341e-31,2.900062197731859e-6,807,BB Train,18
Poly,1.1858923917261404,63955.448699718385,808,BB Train,18
Cosine,6.316917673660428e-29,2.9000621977206624e-6,808,BB Train,18
Sigmoid,5.054265060098135e-31,2.9000621977205124e-6,808,BB Train,18
RBF,6.629630536483753e-31,2.9000621977317403e-6,808,BB Train,18
Poly,1.1775664664434018,21318.48290183945,809,BB Train,18
Cosine,6.477524334139752e-29,2.9000621977205938e-6,809,BB Train,18
Sigmoid,5.115144446579565e-31,2.9000621977205912e-6,809,BB Train,18
RBF,6.627516364749305e-31,2.9000621977316835e-6,809,BB Train,18
Poly,1.1834652082588988,42636.965800778904,810,BB Train,18
Cosine,6.362597379774184e-29,2.900062197720955e-6,810,BB Train,18
Sigmoid,5.009164315222177e-31,2.900062197720552e-6,810,BB Train,18
RBF,5.526561201236935e-31,2.900062197732092e-6,810,BB Train,18
Poly,6.705067864918315e-12,2.9004302251790798e-6,811,BB Train,18
Cosine,6.595058122538691e-29,2.900062197720721e-6,811,BB Train,18
Sigmoid,5.164430528932937e-31,2.9000621977204536e-6,811,BB Train,18
RBF,6.999036410307933e-31,2.9000621977318957e-6,811,BB Train,18
Poly,1.1828523522925118,42636.96580077923,812,BB Train,18
Cosine,6.400085730402162e-29,2.9000621977208364e-6,812,BB Train,18
Sigmoid,4.960123073011387e-31,2.900062197720438e-6,812,BB Train,18
RBF,4.920972396268056e-31,2.900062197731845e-6,812,BB Train,18
Poly,1.1766268134673077,21318.482901839612,813,BB Train,18
Cosine,6.492475998459864e-29,2.9000621977206586e-6,813,BB Train,18
Sigmoid,5.139367310889347e-31,2.900062197720537e-6,813,BB Train,18
RBF,5.972224624568513e-31,2.900062197731753e-6,813,BB Train,18
Poly,1.1845345418586992,63955.448699718516,814,BB Train,18
Cosine,6.24574521185855e-29,2.9000621977201508e-6,814,BB Train,18
Sigmoid,4.832578898181385e-31,2.9000621977205747e-6,814,BB Train,18
RBF,5.061260644920215e-31,2.900062197731688e-6,814,BB Train,18
Poly,1.1807632705753388,42636.96580077951,815,BB Train,18
Cosine,6.256943976502705e-29,2.9000621977210313e-6,815,BB Train,18
Sigmoid,5.053383721830496e-31,2.900062197720574e-6,815,BB Train,18
RBF,5.308416637845258e-31,2.9000621977317924e-6,815,BB Train,18
Poly,1.1835827871063573,42636.96580077901,816,BB Train,18
Cosine,6.392228626865086e-29,2.9000621977210817e-6,816,BB Train,18
Sigmoid,5.0250185699053584e-31,2.900062197720574e-6,816,BB Train,18
RBF,5.717757481078822e-31,2.9000621977315912e-6,816,BB Train,18
Poly,6.156854822643142e-12,2.9004303728388623e-6,817,BB Train,18
Cosine,6.565705032283187e-29,2.9000621977209546e-6,817,BB Train,18
Sigmoid,5.038814745187604e-31,2.900062197720475e-6,817,BB Train,18
RBF,6.318922975415726e-31,2.9000621977321287e-6,817,BB Train,18
Poly,8.911454809936131e-13,2.9001849473871664e-6,818,BB Train,18
Cosine,6.6730563606044e-29,2.9000621977205916e-6,818,BB Train,18
Sigmoid,5.265106195476057e-31,2.900062197720526e-6,818,BB Train,18
RBF,5.740054982575274e-31,2.900062197731507e-6,818,BB Train,18
Poly,1.1784181414862624,21318.482901839703,819,BB Train,18
Cosine,6.531025809796035e-29,2.9000621977207128e-6,819,BB Train,18
Sigmoid,4.99808936537117e-31,2.90006219772063e-6,819,BB Train,18
RBF,5.84987297403015e-31,2.900062197731337e-6,819,BB Train,18
Poly,1.1828811676654254,42636.96580077891,820,BB Train,18
Cosine,6.409305758710325e-29,2.9000621977205794e-6,820,BB Train,18
Sigmoid,4.95112447742926e-31,2.9000621977205675e-6,820,BB Train,18
RBF,5.469850024806942e-31,2.900062197732128e-6,820,BB Train,18
Poly,1.1820336430275347,42636.96580077917,821,BB Train,18
Cosine,6.33591872062727e-29,2.900062197721117e-6,821,BB Train,18
Sigmoid,4.92311033271419e-31,2.9000621977204286e-6,821,BB Train,18
RBF,5.909943082198869e-31,2.9000621977319673e-6,821,BB Train,18
Poly,1.181249212503199,42636.965800779406,822,BB Train,18
Cosine,6.337078830169801e-29,2.9000621977209025e-6,822,BB Train,18
Sigmoid,5.016361229795252e-31,2.9000621977205705e-6,822,BB Train,18
RBF,5.164088669655717e-31,2.900062197731781e-6,822,BB Train,18
Poly,1.1769394720057833,21318.48290183967,823,BB Train,18
Cosine,6.47294605521732e-29,2.900062197720735e-6,823,BB Train,18
Sigmoid,4.93957573856583e-31,2.9000621977205743e-6,823,BB Train,18
RBF,5.178866374863716e-31,2.90006219773186e-6,823,BB Train,18
Poly,1.1842160186682047,63955.44869971852,824,BB Train,18
Cosine,6.280990122731221e-29,2.900062197720623e-6,824,BB Train,18
Sigmoid,4.960020388577818e-31,2.900062197720573e-6,824,BB Train,18
RBF,5.7502921819488705e-31,2.9000621977320092e-6,824,BB Train,18
Poly,1.1763937618335425,21318.482901839605,825,BB Train,18
Cosine,6.436832471046836e-29,2.9000621977208678e-6,825,BB Train,18
Sigmoid,5.0450062254450885e-31,2.9000621977205167e-6,825,BB Train,18
RBF,6.905350261395801e-31,2.9000621977309445e-6,825,BB Train,18
Poly,6.448803768265818e-12,2.900430300370051e-6,826,BB Train,18
Cosine,6.589584623723852e-29,2.9000621977212113e-6,826,BB Train,18
Sigmoid,5.1620833855015834e-31,2.9000621977204942e-6,826,BB Train,18
RBF,6.367868635127058e-31,2.900062197731639e-6,826,BB Train,18
Poly,1.1768506959221108,21318.482901839423,827,BB Train,18
Cosine,6.479138415178139e-29,2.9000621977207594e-6,827,BB Train,18
Sigmoid,5.157892503237539e-31,2.9000621977206937e-6,827,BB Train,18
RBF,6.914712567367372e-31,2.900062197732502e-6,827,BB Train,18
Poly,3.2575593224015435e-12,2.9003075523534667e-6,828,BB Train,18
Cosine,6.607850968451978e-29,2.9000621977210465e-6,828,BB Train,18
Sigmoid,5.206803748205363e-31,2.9000621977204836e-6,828,BB Train,18
RBF,6.380699094171012e-31,2.9000621977316314e-06,828,BB Train,18
Poly,1.1866801720108557,63955.44869971822,829,BB Train,18
Cosine,6.417418047129852e-29,2.9000621977207166e-6,829,BB Train,18
Sigmoid,5.024793141518012e-31,2.9000621977205578e-6,829,BB Train,18
RBF,5.648170782944137e-31,2.9000621977320016e-6,829,BB Train,18
Poly,1.1827547242474874,42636.96580077891,830,BB Train,18
Cosine,6.363585009144452e-29,2.900062197720817e-6,830,BB Train,18
Sigmoid,5.045739188274512e-31,2.900062197720578e-6,830,BB Train,18
RBF,5.294236915926961e-31,2.9000621977315662e-6,830,BB Train,18
Poly,1.184839972471524,63955.44869971853,831,BB Train,18
Cosine,6.24446183342144e-29,2.900062197720716e-6,831,BB Train,18
Sigmoid,4.871087911466291e-31,2.9000621977204663e-6,831,BB Train,18
RBF,5.144266769538524e-31,2.900062197731672e-6,831,BB Train,18
Poly,1.178166793657825,21318.48290183956,832,BB Train,18
Cosine,6.49121133462636e-29,2.900062197721318e-6,832,BB Train,18
Sigmoid,5.09987360059758e-31,2.9000621977205607e-6,832,BB Train,18
RBF,5.956018437466704e-31,2.900062197731914e-6,832,BB Train,18
Poly,1.177605194317897,21318.482901839423,833,BB Train,18
Cosine,6.441039497886891e-29,2.900062197720891e-6,833,BB Train,18
Sigmoid,5.24148949903941e-31,2.900062197720541e-6,833,BB Train,18
RBF,6.138180015931486e-31,2.9000621977315866e-6,833,BB Train,18
Poly,1.1823179407383368,42636.96580077902,834,BB Train,18
Cosine,6.4302751385379e-29,2.9000621977209898e-6,834,BB Train,18
Sigmoid,4.930038633989879e-31,2.9000621977204214e-6,834,BB Train,18
RBF,6.413258690177462e-31,2.900062197731717e-6,834,BB Train,18
Poly,1.1780511275774408,21318.4829018396,835,BB Train,18
Cosine,6.527616710362886e-29,2.900062197720517e-6,835,BB Train,18
Sigmoid,4.982959707212884e-31,2.900062197720497e-6,835,BB Train,18
RBF,6.135068891831435e-31,2.9000621977322045e-6,835,BB Train,18
Poly,1.1828890414897482,42636.96580077907,836,BB Train,18
Cosine,6.390893930228357e-29,2.9000621977209097e-6,836,BB Train,18
Sigmoid,5.02641051296639e-31,2.9000621977204692e-06,836,BB Train,18
RBF,6.191418789408713e-31,2.90006219773176e-6,836,BB Train,18
Poly,1.1780669686486283,21318.48290183969,837,BB Train,18
Cosine,6.521961737960446e-29,2.900062197720355e-6,837,BB Train,18
Sigmoid,5.029980284586598e-31,2.9000621977205082e-6,837,BB Train,18
RBF,5.127383602500276e-31,2.9000621977318004e-6,837,BB Train,18
Poly,6.461048487545578e-12,2.9004302256062063e-6,838,BB Train,18
Cosine,6.620745683222343e-29,2.9000621977204633e-6,838,BB Train,18
Sigmoid,5.081087063819038e-31,2.9000621977205696e-6,838,BB Train,18
RBF,6.303588395906517e-31,2.9000621977316874e-6,838,BB Train,18
Poly,8.847146877120693e-13,2.9001849458061735e-6,839,BB Train,18
Cosine,6.676901303029264e-29,2.900062197720542e-6,839,BB Train,18
Sigmoid,5.065061943844414e-31,2.9000621977206056e-6,839,BB Train,18
RBF,6.02375849539362e-31,2.900062197732032e-6,839,BB Train,18
Poly,1.1768334493402708,21318.48290183941,840,BB Train,18
Cosine,6.489743204400551e-29,2.9000621977211164e-6,840,BB Train,18
Sigmoid,5.09706335965262e-31,2.900062197720491e-6,840,BB Train,18
RBF,6.375605182379427e-31,2.9000621977318445e-6,840,BB Train,18
Poly,1.1785890086618183,21318.48290183942,841,BB Train,18
Cosine,6.468597179500606e-29,2.900062197720716e-6,841,BB Train,18
Sigmoid,5.302391344953548e-31,2.9000621977205387e-6,841,BB Train,18
RBF,6.04628588224318e-31,2.9000621977321206e-6,841,BB Train,18
Poly,1.1855299574559406,63955.44869971817,842,BB Train,18
Cosine,6.340796627027635e-29,2.900062197720576e-6,842,BB Train,18
Sigmoid,4.954256208510138e-31,2.900062197720616e-6,842,BB Train,18
RBF,5.325201418141465e-31,2.9000621977321723e-6,842,BB Train,18
Poly,1.1763243028241348,21318.48290183961,843,BB Train,18
Cosine,6.373748758288532e-29,2.90006219772054e-6,843,BB Train,18
Sigmoid,5.026033732346653e-31,2.90006219772061e-6,843,BB Train,18
RBF,6.041770821939036e-31,2.900062197731985e-6,843,BB Train,18
Poly,3.28424521088188e-12,2.90030755178686e-6,844,BB Train,18
Cosine,6.673391537599905e-29,2.90006219772083e-6,844,BB Train,18
Sigmoid,5.1707347519177885e-31,2.9000621977205866e-6,844,BB Train,18
RBF,5.758853707236895e-31,2.9000621977321206e-6,844,BB Train,18
Poly,8.632365194186734e-13,2.900185092342084e-6,845,BB Train,18
Cosine,6.583250793522819e-29,2.9000621977207255e-6,845,BB Train,18
Sigmoid,5.23782215024609e-31,2.900062197720509e-6,845,BB Train,18
RBF,7.013999120459218e-31,2.900062197731755e-6,845,BB Train,18
Poly,1.183054070211932,42636.965800778904,846,BB Train,18
Cosine,6.365812181791722e-29,2.9000621977208233e-6,846,BB Train,18
Sigmoid,5.113569310609321e-31,2.900062197720502e-6,846,BB Train,18
RBF,5.654211339954623e-31,2.900062197731564e-6,846,BB Train,18
Poly,1.1761328214727444,21318.482901839707,847,BB Train,18
Cosine,6.430942611317703e-29,2.9000621977207284e-6,847,BB Train,18
Sigmoid,5.01440260168678e-31,2.9000621977205095e-6,847,BB Train,18
RBF,5.607917171862962e-31,2.9000621977324247e-6,847,BB Train,18
Poly,1.1758152156390074,21318.48290183962,848,BB Train,18
Cosine,6.448545294287919e-29,2.900062197720436e-6,848,BB Train,18
Sigmoid,5.01225460769974e-31,2.9000621977205573e-6,848,BB Train,18
RBF,5.831505808065458e-31,2.9000621977311482e-6,848,BB Train,18
Poly,3.935639367742032e-15,2.9000623460577558e-6,849,BB Train,18
Cosine,6.577877832757671e-29,2.9000621977210617e-6,849,BB Train,18
Sigmoid,4.989662283869315e-31,2.9000621977204654e-6,849,BB Train,18
RBF,5.891106529780238e-31,2.900062197731564e-6,849,BB Train,18
Poly,1.1787534207409247,21318.482901839456,850,BB Train,18
Cosine,6.463011902347674e-29,2.9000621977205463e-6,850,BB Train,18
Sigmoid,5.04137305173332e-31,2.9000621977204057e-6,850,BB Train,18
RBF,5.805585766653141e-31,2.900062197731519e-6,850,BB Train,18
Poly,3.15103245866568e-12,2.900307625059172e-6,851,BB Train,18
Cosine,6.648771508711208e-29,2.9000621977207174e-6,851,BB Train,18
Sigmoid,5.2346195432489565e-31,2.900062197720535e-6,851,BB Train,18
RBF,5.904147877917963e-31,2.90006219773216e-6,851,BB Train,18
Poly,8.550121688035689e-13,2.900184872742393e-6,852,BB Train,18
Cosine,6.669959683793016e-29,2.900062197720545e-6,852,BB Train,18
Sigmoid,5.2917171592597485e-31,2.9000621977205302e-6,852,BB Train,18
RBF,7.429562087825849e-31,2.900062197731543e-6,852,BB Train,18
Poly,1.1785987120187813,21318.482901839438,853,BB Train,18
Cosine,6.501411277935963e-29,2.900062197720428e-6,853,BB Train,18
Sigmoid,4.941616717210272e-31,2.9000621977206107e-6,853,BB Train,18
RBF,6.641925343161871e-31,2.900062197731974e-6,853,BB Train,18
Poly,1.1825291022186863,42636.965800779166,854,BB Train,18
Cosine,6.372864108908415e-29,2.9000621977207496e-6,854,BB Train,18
Sigmoid,5.071157842881483e-31,2.9000621977204366e-6,854,BB Train,18
RBF,6.0324724724580244e-31,2.9000621977319656e-6,854,BB Train,18
Poly,1.1833851068420216,42636.9658007789,855,BB Train,18
Cosine,6.374445235663298e-29,2.900062197720897e-6,855,BB Train,18
Sigmoid,5.052658557806777e-31,2.9000621977205514e-6,855,BB Train,18
RBF,5.922659900020419e-31,2.900062197732053e-6,855,BB Train,18
Poly,3.067235840336093e-12,2.9003076261928206e-6,856,BB Train,18
Cosine,6.593559817717451e-29,2.9000621977208115e-6,856,BB Train,18
Sigmoid,5.223005774315889e-31,2.900062197720555e-6,856,BB Train,18
RBF,5.963367378415495e-31,2.9000621977316518e-6,856,BB Train,18
Poly,1.182810628130452,42636.965800779086,857,BB Train,18
Cosine,6.36077285841314e-29,2.9000621977207987e-6,857,BB Train,18
Sigmoid,4.923165615402399e-31,2.90006219772054e-6,857,BB Train,18
RBF,5.602994500365319e-31,2.900062197731699e-6,857,BB Train,18
Poly,1.1831498989403775,42636.96580077903,858,BB Train,18
Cosine,6.389817846057274e-29,2.9000621977203926e-6,858,BB Train,18
Sigmoid,4.983445458382857e-31,2.900062197720462e-6,858,BB Train,18
RBF,5.33604552289997e-31,2.9000621977321486e-6,858,BB Train,18
Poly,1.1806735239418529,42636.96580077916,859,BB Train,18
Cosine,6.29755689989035e-29,2.9000621977204896e-6,859,BB Train,18
Sigmoid,5.030911534634555e-31,2.9000621977205235e-6,859,BB Train,18
RBF,6.340669384464245e-31,2.9000621977323273e-6,859,BB Train,18
Poly,8.974131709181391e-13,2.900185023292835e-6,860,BB Train,18
Cosine,6.640462106901453e-29,2.900062197721102e-6,860,BB Train,18
Sigmoid,5.245360695407902e-31,2.9000621977205743e-6,860,BB Train,18
RBF,5.2945717064476105e-31,2.900062197731743e-6,860,BB Train,18
Poly,1.1775964404080062,21318.4829018396,861,BB Train,18
Cosine,6.574484745919747e-29,2.9000621977209216e-6,861,BB Train,18
Sigmoid,5.141196431618453e-31,2.9000621977206137e-6,861,BB Train,18
RBF,7.627975252392073e-31,2.9000621977314434e-6,861,BB Train,18
Poly,1.1764934814465238,21318.48290183961,862,BB Train,18
Cosine,6.446936938798489e-29,2.900062197720814e-6,862,BB Train,18
Sigmoid,4.9819789980082695e-31,2.9000621977205938e-6,862,BB Train,18
RBF,5.987813359595845e-31,2.90006219773156e-6,862,BB Train,18
Poly,1.182298995521313,42636.965800779166,863,BB Train,18
Cosine,6.395984661371436e-29,2.9000621977208403e-06,863,BB Train,18
Sigmoid,4.886000152814874e-31,2.900062197720613e-6,863,BB Train,18
RBF,5.139243385692808e-31,2.900062197731516e-6,863,BB Train,18
Poly,6.1863520981698195e-12,2.900430447242118e-6,864,BB Train,18
Cosine,6.573048701794342e-29,2.900062197720496e-6,864,BB Train,18
Sigmoid,5.076292254344539e-31,2.9000621977204748e-6,864,BB Train,18
RBF,7.408043776946668e-31,2.900062197731795e-6,864,BB Train,18
Poly,8.921416776462639e-13,2.9001848754080523e-6,865,BB Train,18
Cosine,6.663112872806207e-29,2.9000621977208407e-6,865,BB Train,18
Sigmoid,5.0792636667960565e-31,2.9000621977204684e-6,865,BB Train,18
RBF,6.087869393346111e-31,2.9000621977316e-6,865,BB Train,18
Poly,6.395149066126984e-21,2.9000622003361536e-6,866,BB Train,18
Cosine,6.741878532243765e-29,2.900062197720709e-6,866,BB Train,18
Sigmoid,5.1892443441209365e-31,2.900062197720564e-6,866,BB Train,18
RBF,6.0341444444757455e-31,2.900062197731668e-6,866,BB Train,18
Poly,1.177646287345687,21318.482901839598,867,BB Train,18
Cosine,6.494592914735982e-29,2.9000621977209305e-6,867,BB Train,18
Sigmoid,5.2177759478614054e-31,2.9000621977205527e-6,867,BB Train,18
RBF,6.545422707604363e-31,2.900062197732217e-6,867,BB Train,18
Poly,1.8198720888336277e-19,2.9000622027124105e-6,868,BB Train,18
Cosine,6.703852498412005e-29,2.900062197720857e-6,868,BB Train,18
Sigmoid,5.2301103763217835e-31,2.9000621977205675e-6,868,BB Train,18
RBF,5.797732380744844e-31,2.900062197731854e-6,868,BB Train,18
Poly,2.888678675479288e-20,2.9000622018526746e-6,869,BB Train,18
Cosine,6.703055633719983e-29,2.900062197720375e-6,869,BB Train,18
Sigmoid,5.20189653479533e-31,2.9000621977205857e-6,869,BB Train,18
RBF,7.4187142304595695e-31,2.9000621977316382e-6,869,BB Train,18
Poly,1.1840953007090282,42636.965800778926,870,BB Train,18
Cosine,6.355669271437698e-29,2.9000621977206048e-6,870,BB Train,18
Sigmoid,5.073119542734373e-31,2.900062197720498e-6,870,BB Train,18
RBF,5.921318743244357e-31,2.9000621977313324e-6,870,BB Train,18
Poly,1.1780425725480885,21318.482901839605,871,BB Train,18
Cosine,6.485332798900573e-29,2.9000621977203837e-6,871,BB Train,18
Sigmoid,5.114790916102595e-31,2.900062197720522e-6,871,BB Train,18
RBF,6.765505514758948e-31,2.900062197731508e-6,871,BB Train,18
Poly,8.89002699552339e-13,2.900184948113083e-6,872,BB Train,18
Cosine,6.665678388477064e-29,2.9000621977206323e-6,872,BB Train,18
Sigmoid,5.120020806860976e-31,2.900062197720544e-6,872,BB Train,18
RBF,7.0699735960931675e-31,2.900062197731737e-6,872,BB Train,18
Poly,8.814600131703514e-13,2.9001849477920206e-6,873,BB Train,18
Cosine,6.654828280901889e-29,2.900062197720516e-6,873,BB Train,18
Sigmoid,5.1925387637469795e-31,2.9000621977205175e-6,873,BB Train,18
RBF,6.9407736760116765e-31,2.900062197731883e-6,873,BB Train,18
Poly,8.906330634599237e-13,2.90018487611449e-6,874,BB Train,18
Cosine,6.676339179320904e-29,2.9000621977205235e-6,874,BB Train,18
Sigmoid,5.248191351513584e-31,2.9000621977204697e-6,874,BB Train,18
RBF,6.0110036382968075e-31,2.900062197731841e-6,874,BB Train,18
Poly,1.176885174904001,21318.482901839412,875,BB Train,18
Cosine,6.487350432296214e-29,2.9000621977205442e-6,875,BB Train,18
Sigmoid,4.950747928823365e-31,2.900062197720608e-6,875,BB Train,18
RBF,5.274240411157185e-31,2.9000621977313316e-6,875,BB Train,18
Poly,1.0705102632507028e-15,2.900062272525534e-6,876,BB Train,18
Cosine,6.680558546844852e-29,2.9000621977206776e-6,876,BB Train,18
Sigmoid,5.255038129951238e-31,2.9000621977205213e-6,876,BB Train,18
RBF,7.100273056431909e-31,2.900062197732305e-6,876,BB Train,18
Poly,1.1769831258788468,21318.482901839456,877,BB Train,18
Cosine,6.508109888295556e-29,2.9000621977204273e-6,877,BB Train,18
Sigmoid,5.007048393349343e-31,2.9000621977205328e-6,877,BB Train,18
RBF,5.474444628646801e-31,2.900062197731933e-6,877,BB Train,18
Poly,1.182673166363798,42636.96580077901,878,BB Train,18
Cosine,6.326296648470754e-29,2.9000621977204193e-6,878,BB Train,18
Sigmoid,4.888639293177696e-31,2.9000621977204e-6,878,BB Train,18
RBF,6.079214358272024e-31,2.9000621977317547e-6,878,BB Train,18
Poly,1.183885338615185,63955.448699718545,879,BB Train,18
Cosine,6.302132956068798e-29,2.9000621977207467e-6,879,BB Train,18
Sigmoid,4.888751943240711e-31,2.900062197720473e-6,879,BB Train,18
RBF,5.048727299226726e-31,2.9000621977322566e-6,879,BB Train,18
Poly,1.0929480788772396e-15,2.90006227116552e-6,880,BB Train,18
Cosine,6.734446117601991e-29,2.9000621977207225e-6,880,BB Train,18
Sigmoid,5.210737211144183e-31,2.90006219772058e-6,880,BB Train,18
RBF,8.275420081956948e-31,2.9000621977313765e-6,880,BB Train,18
Poly,1.1834622127116199,42636.9658007793,881,BB Train,18
Cosine,6.420509558974489e-29,2.9000621977207966e-6,881,BB Train,18
Sigmoid,4.943099039339273e-31,2.900062197720544e-6,881,BB Train,18
RBF,5.97345213664794e-31,2.9000621977321032e-6,881,BB Train,18
Poly,1.1881296370444863,127910.89739653756,882,BB Train,18
Cosine,6.090383695698317e-29,2.9000621977206247e-6,882,BB Train,18
Sigmoid,4.874683665438288e-31,2.900062197720507e-6,882,BB Train,18
RBF,5.394711681411014e-31,2.9000621977316624e-6,882,BB Train,18
Poly,1.1844602836998754,63955.44869971839,883,BB Train,18
Cosine,6.284422202026107e-29,2.9000621977207793e-6,883,BB Train,18
Sigmoid,4.823869259282487e-31,2.900062197720612e-6,883,BB Train,18
RBF,5.855848264072338e-31,2.9000621977320406e-6,883,BB Train,18
Poly,8.807667185787568e-13,2.900184873135862e-6,884,BB Train,18
Cosine,6.708432823186146e-29,2.900062197720821e-6,884,BB Train,18
Sigmoid,5.178652432068914e-31,2.9000621977205357e-6,884,BB Train,18
RBF,6.7523809532321335e-31,2.9000621977320008e-6,884,BB Train,18
Poly,1.17973005499221,21318.48290183945,885,BB Train,18
Cosine,6.615674213383405e-29,2.9000621977206044e-6,885,BB Train,18
Sigmoid,5.162107408100979e-31,2.9000621977206094e-6,885,BB Train,18
RBF,5.334704497039188e-31,2.9000621977318165e-6,885,BB Train,18
Poly,1.1205736590490942e-15,2.9000622771387044e-6,886,BB Train,18
Cosine,6.672840921483388e-29,2.900062197720876e-6,886,BB Train,18
Sigmoid,5.130524317811108e-31,2.9000621977205383e-6,886,BB Train,18
RBF,5.418123619639799e-31,2.900062197730775e-6,886,BB Train,18
Poly,3.2019075206112412e-12,2.900307551959628e-6,887,BB Train,18
Cosine,6.683082277907161e-29,2.900062197720541e-6,887,BB Train,18
Sigmoid,5.255650853812718e-31,2.9000621977205556e-6,887,BB Train,18
RBF,5.701536822243773e-31,2.9000621977315798e-6,887,BB Train,18
Poly,1.1831464193442685,42636.96580077908,888,BB Train,18
Cosine,6.346766084598906e-29,2.900062197720731e-6,888,BB Train,18
Sigmoid,5.113568238359524e-31,2.9000621977205273e-6,888,BB Train,18
RBF,5.579384592797285e-31,2.900062197731909e-6,888,BB Train,18
Poly,1.18306024299745,42636.96580077905,889,BB Train,18
Cosine,6.302919674543456e-29,2.900062197720446e-6,889,BB Train,18
Sigmoid,5.0135822683502636e-31,2.900062197720594e-6,889,BB Train,18
RBF,7.150026205189387e-31,2.900062197732085e-6,889,BB Train,18
Poly,6.420116876565881e-21,2.9000622002097843e-6,890,BB Train,18
Cosine,6.819001612289377e-29,2.900062197720478e-6,890,BB Train,18
Sigmoid,5.161398915261949e-31,2.9000621977205044e-6,890,BB Train,18
RBF,6.871385315972031e-31,2.9000621977325187e-6,890,BB Train,18
Poly,8.889566828569356e-13,2.9001848751526113e-6,891,BB Train,18
Cosine,6.682677079146326e-29,2.9000621977206704e-6,891,BB Train,18
Sigmoid,5.238633454023926e-31,2.900062197720416e-6,891,BB Train,18
RBF,7.330860205590846e-31,2.9000621977318678e-6,891,BB Train,18
Poly,1.1234889455859988e-15,2.9000622729488636e-6,892,BB Train,18
Cosine,6.664533089241861e-29,2.9000621977203053e-6,892,BB Train,18
Sigmoid,5.232971603966397e-31,2.9000621977204498e-6,892,BB Train,18
RBF,5.460576326294428e-31,2.900062197731297e-6,892,BB Train,18
Poly,1.1758576523995647,21318.48290183961,893,BB Train,18
Cosine,6.46687340917863e-29,2.9000621977208055e-6,893,BB Train,18
Sigmoid,5.104286331452102e-31,2.9000621977206336e-6,893,BB Train,18
RBF,5.514612651661572e-31,2.900062197731784e-6,893,BB Train,18
Poly,3.2282348434145803e-12,2.9003075518368084e-6,894,BB Train,18
Cosine,6.768079905483763e-29,2.9000621977206797e-6,894,BB Train,18
Sigmoid,5.183629153952374e-31,2.900062197720528e-6,894,BB Train,18
RBF,7.6852733595586305e-31,2.900062197731596e-6,894,BB Train,18
Poly,1.176166685607365,21318.48290183973,895,BB Train,18
Cosine,6.46932374918177e-29,2.9000621977204964e-6,895,BB Train,18
Sigmoid,5.011682590902965e-31,2.9000621977206094e-6,895,BB Train,18
RBF,6.22364665941966e-31,2.900062197732235e-6,895,BB Train,18
Poly,8.832990313225668e-13,2.900184879202943e-6,896,BB Train,18
Cosine,6.682047184632578e-29,2.900062197720599e-6,896,BB Train,18
Sigmoid,5.085608445058548e-31,2.9000621977205044e-6,896,BB Train,18
RBF,6.170218124033862e-31,2.900062197731578e-6,896,BB Train,18
Poly,1.1830234957290975,42636.96580077897,897,BB Train,18
Cosine,6.388311600614152e-29,2.90006219772086e-6,897,BB Train,18
Sigmoid,5.073704420197764e-31,2.9000621977204866e-6,897,BB Train,18
RBF,6.088363289541289e-31,2.9000621977318657e-6,897,BB Train,18
Poly,1.1781494364266152,21318.482901839452,898,BB Train,18
Cosine,6.490390202184951e-29,2.900062197720738e-6,898,BB Train,18
Sigmoid,5.1043915327879415e-31,2.9000621977205146e-6,898,BB Train,18
RBF,6.252110887213383e-31,2.9000621977318385e-6,898,BB Train,18
Poly,8.767430776027077e-13,2.9001849483039974e-6,899,BB Train,18
Cosine,6.661036517757996e-29,2.9000621977201453e-6,899,BB Train,18
Sigmoid,5.084814971122709e-31,2.900062197720511e-6,899,BB Train,18
RBF,5.603149082912797e-31,2.9000621977321198e-6,899,BB Train,18
Poly,1.178631606146735,21318.482901839445,900,BB Train,18
Cosine,6.556927638299723e-29,2.9000621977206992e-6,900,BB Train,18
Sigmoid,5.059671072032692e-31,2.9000621977204244e-6,900,BB Train,18
RBF,6.424129589097706e-31,2.9000621977315493e-6,900,BB Train,18
Poly,1.1817747872571376,42636.96580077918,901,BB Train,18
Cosine,6.359064007820099e-29,2.90006219772074e-6,901,BB Train,18
Sigmoid,5.038946259190695e-31,2.900062197720493e-6,901,BB Train,18
RBF,5.266285199762265e-31,2.9000621977316492e-6,901,BB Train,18
Poly,1.1821173900755677,42636.965800778955,902,BB Train,18
Cosine,6.389423850111462e-29,2.9000621977206204e-6,902,BB Train,18
Sigmoid,5.041557718667576e-31,2.9000621977204676e-6,902,BB Train,18
RBF,5.131926908541304e-31,2.900062197731593e-6,902,BB Train,18
Poly,1.182415464146025,42636.96580077891,903,BB Train,18
Cosine,6.395360508042804e-29,2.9000621977206484e-6,903,BB Train,18
Sigmoid,4.9733626476870144e-31,2.9000621977205713e-6,903,BB Train,18
