model,mse_cormat,mse,seed,data,d_dim
Cosine,6.413456778540437e-29,2.900062197720706e-6,553,BB Train,18
Sigmoid,5.008371574822134e-31,2.900062197720575e-6,553,BB Train,18
RBF,5.777288033860777e-31,2.9000621977317005e-6,553,BB Train,18
Poly,1.1863373514697286,63955.44869971823,554,BB Train,18
Cosine,6.351779726384676e-29,2.9000621977203947e-6,554,BB Train,18
Sigmoid,4.978641068477569e-31,2.9000621977204917e-6,554,BB Train,18
RBF,6.2920523528663585e-31,2.900062197731674e-6,554,BB Train,18
Poly,1.178898735358171,21318.482901839427,555,BB Train,18
Cosine,6.544743945624542e-29,2.9000621977208e-6,555,BB Train,18
Sigmoid,5.12408323167864e-31,2.900062197720409e-6,555,BB Train,18
RBF,5.790121839693244e-31,2.9000621977317954e-6,555,BB Train,18
Poly,1.174950396483664,21318.482901839692,556,BB Train,18
Cosine,6.396372118572088e-29,2.900062197720436e-6,556,BB Train,18
Sigmoid,5.120238700080987e-31,2.9000621977205383e-6,556,BB Train,18
RBF,6.207305937084194e-31,2.900062197731874e-6,556,BB Train,18
Poly,1.1780287995630503,21318.482901839612,557,BB Train,18
Cosine,6.494830916304078e-29,2.9000621977206353e-6,557,BB Train,18
Sigmoid,5.1687077883700545e-31,2.9000621977205082e-6,557,BB Train,18
RBF,4.94806455350881e-31,2.9000621977321354e-6,557,BB Train,18
Poly,1.1780466231730264,21318.48290183958,558,BB Train,18
Cosine,6.536080144716203e-29,2.900062197720523e-6,558,BB Train,18
Sigmoid,5.152359869916855e-31,2.9000621977205603e-6,558,BB Train,18
RBF,6.155738316978865e-31,2.9000621977318373e-6,558,BB Train,18
Poly,3.065696248025223e-12,2.9003076256157477e-6,559,BB Train,18
Cosine,6.631090961405204e-29,2.9000621977207496e-6,559,BB Train,18
Sigmoid,5.203604097431208e-31,2.900062197720573e-6,559,BB Train,18
RBF,5.740087684613422e-31,2.90006219773185e-6,559,BB Train,18
Poly,8.883778314640063e-15,2.9000624198154667e-6,560,BB Train,18
Cosine,6.683838870046976e-29,2.90006219772052e-6,560,BB Train,18
Sigmoid,5.148024061623372e-31,2.9000621977205256e-6,560,BB Train,18
RBF,5.678005523488429e-31,2.9000621977314883e-6,560,BB Train,18
Poly,1.179178991863967,21318.482901839434,561,BB Train,18
Cosine,6.629031852123798e-29,2.9000621977210143e-6,561,BB Train,18
Sigmoid,4.955636954874477e-31,2.900062197720556e-6,561,BB Train,18
RBF,7.297388360143775e-31,2.9000621977319033e-6,561,BB Train,18
Poly,8.84449532385427e-13,2.9001850961677027e-6,562,BB Train,18
Cosine,6.608893233301864e-29,2.900062197720876e-6,562,BB Train,18
Sigmoid,5.160258057664188e-31,2.900062197720452e-6,562,BB Train,18
RBF,7.345861788554278e-31,2.9000621977318127e-6,562,BB Train,18
Poly,1.1780543423437397,21318.482901839416,563,BB Train,18
Cosine,6.467931932690927e-29,2.900062197720537e-6,563,BB Train,18
Sigmoid,4.957262957289001e-31,2.9000621977205006e-6,563,BB Train,18
RBF,5.555061312771852e-31,2.9000621977317687e-6,563,BB Train,18
Poly,8.843967699081799e-13,2.900184949855936e-6,564,BB Train,18
Cosine,6.600415833061946e-29,2.9000621977209106e-6,564,BB Train,18
Sigmoid,5.0812861701649704e-31,2.9000621977205315e-6,564,BB Train,18
RBF,6.6503300972062e-31,2.900062197732033e-6,564,BB Train,18
Poly,1.1901407730947928,149229.38029547696,565,BB Train,18
Cosine,6.101450546013779e-29,2.9000621977208144e-6,565,BB Train,18
Sigmoid,4.79385231801238e-31,2.900062197720476e-6,565,BB Train,18
RBF,5.927117249263743e-31,2.9000621977321206e-6,565,BB Train,18
Poly,1.1841309942443754,42636.96580077891,566,BB Train,18
Cosine,6.434602004275335e-29,2.9000621977207263e-6,566,BB Train,18
Sigmoid,5.044736640197339e-31,2.9000621977205404e-6,566,BB Train,18
RBF,5.311691393870373e-31,2.900062197732053e-6,566,BB Train,18
Poly,1.177818230783382,21318.482901839703,567,BB Train,18
Cosine,6.553065283643434e-29,2.9000621977207767e-6,567,BB Train,18
Sigmoid,5.080999765731815e-31,2.9000621977206014e-6,567,BB Train,18
RBF,6.429139955439532e-31,2.9000621977323866e-6,567,BB Train,18
Poly,1.1756398063972486,21318.482901839783,568,BB Train,18
Cosine,6.458429010408271e-29,2.9000621977206107e-6,568,BB Train,18
Sigmoid,4.9904566220344475e-31,2.900062197720472e-6,568,BB Train,18
RBF,6.097720818028877e-31,2.900062197732109e-6,568,BB Train,18
Poly,1.1818479564737936,42636.965800779035,569,BB Train,18
Cosine,6.341058823367123e-29,2.9000621977202617e-6,569,BB Train,18
Sigmoid,5.159306821892366e-31,2.9000621977205328e-6,569,BB Train,18
RBF,5.087133559775159e-31,2.9000621977321113e-6,569,BB Train,18
Poly,1.1756974059909777,21318.4829018398,570,BB Train,18
Cosine,6.465739759189868e-29,2.9000621977204235e-6,570,BB Train,18
Sigmoid,5.050172886999658e-31,2.900062197720464e-6,570,BB Train,18
RBF,4.924452896102796e-31,2.900062197732042e-6,570,BB Train,18
Poly,1.17735582132498,21318.482901839616,571,BB Train,18
Cosine,6.454875619573193e-29,2.9000621977208064e-6,571,BB Train,18
Sigmoid,5.073497428514478e-31,2.90006219772049e-6,571,BB Train,18
RBF,6.950890192577042e-31,2.9000621977322612e-6,571,BB Train,18
Poly,1.1814215263588748,42636.96580077931,572,BB Train,18
Cosine,6.302907320249124e-29,2.900062197720888e-6,572,BB Train,18
Sigmoid,4.983724433086548e-31,2.9000621977205133e-6,572,BB Train,18
RBF,6.864457274778836e-31,2.900062197731809e-6,572,BB Train,18
Poly,3.195530072059942e-12,2.900307550927084e-6,573,BB Train,18
Cosine,6.642152142957527e-29,2.900062197721149e-6,573,BB Train,18
Sigmoid,5.051850753584784e-31,2.9000621977205726e-6,573,BB Train,18
RBF,6.59657967678239e-31,2.900062197731781e-6,573,BB Train,18
Poly,1.0731452728813984e-15,2.9000622686743758e-6,574,BB Train,18
Cosine,6.752103205772029e-29,2.900062197720805e-6,574,BB Train,18
Sigmoid,5.1073240412565065e-31,2.900062197720509e-6,574,BB Train,18
RBF,5.929676201962539e-31,2.9000621977313943e-6,574,BB Train,18
Poly,1.1846021168880054,63955.44869971821,575,BB Train,18
Cosine,6.281368240259291e-29,2.900062197720538e-6,575,BB Train,18
Sigmoid,4.93236918035119e-31,2.9000621977204985e-6,575,BB Train,18
RBF,6.817902768097539e-31,2.9000621977320846e-6,575,BB Train,18
Poly,1.1760318421625762,21318.4829018396,576,BB Train,18
Cosine,6.434003710081989e-29,2.9000621977207496e-6,576,BB Train,18
Sigmoid,5.106351601201965e-31,2.9000621977205277e-6,576,BB Train,18
RBF,6.559932959432224e-31,2.9000621977320245e-6,576,BB Train,18
Poly,1.178566429125039,21318.48290183944,577,BB Train,18
Cosine,6.570365295668668e-29,2.9000621977208225e-6,577,BB Train,18
Sigmoid,5.034044430683298e-31,2.9000621977205036e-6,577,BB Train,18
RBF,5.905996526142347e-31,2.900062197731886e-6,577,BB Train,18
Poly,1.1771300195048247,21318.482901839605,578,BB Train,18
Cosine,6.4710685079277e-29,2.9000621977207267e-6,578,BB Train,18
Sigmoid,5.036478581955731e-31,2.900062197720593e-6,578,BB Train,18
RBF,7.321574462706727e-31,2.9000621977315493e-6,578,BB Train,18
Poly,1.176533846924312,21318.482901839674,579,BB Train,18
Cosine,6.480042421057221e-29,2.900062197720691e-6,579,BB Train,18
Sigmoid,5.057305228062432e-31,2.9000621977204625e-6,579,BB Train,18
RBF,7.600864607246588e-31,2.900062197731505e-6,579,BB Train,18
Poly,3.1936865467890888e-12,2.900307553179402e-6,580,BB Train,18
Cosine,6.605671564068025e-29,2.9000621977208098e-6,580,BB Train,18
Sigmoid,5.171383884024031e-31,2.9000621977205328e-6,580,BB Train,18
RBF,5.925520069316276e-31,2.900062197731721e-6,580,BB Train,18
Poly,1.1769482662989381,21318.48290183944,581,BB Train,18
Cosine,6.428520175444545e-29,2.900062197720554e-6,581,BB Train,18
Sigmoid,5.158106115083086e-31,2.9000621977205167e-6,581,BB Train,18
RBF,5.770863510052113e-31,2.900062197731599e-6,581,BB Train,18
Poly,1.1774054880210014,21318.482901839445,582,BB Train,18
Cosine,6.511979930848478e-29,2.9000621977204527e-6,582,BB Train,18
Sigmoid,5.085925261798759e-31,2.900062197720486e-6,582,BB Train,18
RBF,7.201846355767163e-31,2.9000621977319614e-6,582,BB Train,18
Poly,1.1762804829144031,21318.482901839587,583,BB Train,18
Cosine,6.426313196674357e-29,2.9000621977208818e-6,583,BB Train,18
Sigmoid,5.10064040639131e-31,2.9000621977205082e-6,583,BB Train,18
RBF,6.555127389257146e-31,2.9000621977311965e-6,583,BB Train,18
Poly,2.1424618111259758e-19,2.900062203382862e-6,584,BB Train,18
Cosine,6.687682545904025e-29,2.900062197721272e-6,584,BB Train,18
Sigmoid,5.165504709645844e-31,2.900062197720486e-6,584,BB Train,18
RBF,6.799963837975481e-31,2.900062197731784e-6,584,BB Train,18
Poly,1.0777981325683637e-15,2.9000622748332726e-6,585,BB Train,18
Cosine,6.686367132188542e-29,2.9000621977201846e-6,585,BB Train,18
Sigmoid,5.174789221363576e-31,2.900062197720545e-6,585,BB Train,18
RBF,7.037489085317377e-31,2.9000621977318106e-6,585,BB Train,18
Poly,1.1824334218346857,42636.96580077924,586,BB Train,18
Cosine,6.363259150842897e-29,2.90006219772125e-6,586,BB Train,18
Sigmoid,4.947377707665269e-31,2.9000621977205154e-6,586,BB Train,18
RBF,6.028246365437991e-31,2.900062197731594e-6,586,BB Train,18
Poly,8.844929709810002e-13,2.900184949063998e-6,587,BB Train,18
Cosine,6.673290616706998e-29,2.900062197720981e-6,587,BB Train,18
Sigmoid,5.21613953341393e-31,2.9000621977204773e-6,587,BB Train,18
RBF,8.5230649671045925e-31,2.900062197732334e-6,587,BB Train,18
Poly,1.1771108430110724,21318.482901839725,588,BB Train,18
Cosine,6.476267338712585e-29,2.900062197720905e-6,588,BB Train,18
Sigmoid,5.132731420324828e-31,2.9000621977205218e-6,588,BB Train,18
RBF,5.393775646924896e-31,2.9000621977318707e-6,588,BB Train,18
Poly,1.1761738041763734,21318.482901839612,589,BB Train,18
Cosine,6.487782935598009e-29,2.9000621977208966e-6,589,BB Train,18
Sigmoid,5.081625924437001e-31,2.9000621977204515e-6,589,BB Train,18
RBF,4.898476105183586e-31,2.900062197732233e-6,589,BB Train,18
Poly,6.1001773741426015e-12,2.900430445119734e-6,590,BB Train,18
Cosine,6.624778934753382e-29,2.9000621977206188e-6,590,BB Train,18
Sigmoid,5.283277972999509e-31,2.900062197720529e-6,590,BB Train,18
RBF,6.673495506691148e-31,2.900062197731762e-6,590,BB Train,18
Poly,1.1778121187671715,21318.482901839554,591,BB Train,18
Cosine,6.493617680513368e-29,2.9000621977208813e-6,591,BB Train,18
Sigmoid,5.179765833890823e-31,2.9000621977204964e-6,591,BB Train,18
RBF,4.871239708394619e-31,2.9000621977317314e-6,591,BB Train,18
Poly,1.1767814629808202,21318.482901839598,592,BB Train,18
Cosine,6.474154919724158e-29,2.9000621977206797e-6,592,BB Train,18
Sigmoid,5.026916171176964e-31,2.9000621977204405e-6,592,BB Train,18
RBF,6.165410962013501e-31,2.90006219773156e-6,592,BB Train,18
Poly,2.8588662085253016e-20,2.9000622014855307e-6,593,BB Train,18
Cosine,6.704296115075393e-29,2.900062197720458e-6,593,BB Train,18
Sigmoid,5.158388539464624e-31,2.900062197720497e-6,593,BB Train,18
RBF,6.90428378899284e-31,2.90006219773174e-6,593,BB Train,18
Poly,1.1764028666432413,21318.482901839725,594,BB Train,18
Cosine,6.460932119367542e-29,2.9000621977207085e-6,594,BB Train,18
Sigmoid,5.1234510850223145e-31,2.9000621977204676e-6,594,BB Train,18
RBF,5.226082453604522e-31,2.9000621977322045e-6,594,BB Train,18
Poly,8.826744652603089e-13,2.9001850214720938e-6,595,BB Train,18
Cosine,6.638494696681942e-29,2.9000621977204887e-6,595,BB Train,18
Sigmoid,5.108248315270764e-31,2.9000621977205108e-6,595,BB Train,18
RBF,4.889382186107299e-31,2.9000621977317276e-6,595,BB Train,18
Poly,8.737102213262161e-13,2.9001848743347785e-6,596,BB Train,18
Cosine,6.688980204238683e-29,2.9000621977207276e-6,596,BB Train,18
Sigmoid,5.2633186766331985e-31,2.900062197720552e-6,596,BB Train,18
RBF,6.243665751507193e-31,2.900062197731811e-6,596,BB Train,18
Poly,1.1770002817416443,21318.48290183963,597,BB Train,18
Cosine,6.468305082772066e-29,2.90006219772085e-6,597,BB Train,18
Sigmoid,5.135455228719574e-31,2.9000621977205213e-6,597,BB Train,18
RBF,6.5501163926858145e-31,2.9000621977320033e-6,597,BB Train,18
Poly,4.0794982689704076e-15,2.9000623469507775e-6,598,BB Train,18
Cosine,6.644568681787459e-29,2.900062197720835e-6,598,BB Train,18
Sigmoid,5.204338511761849e-31,2.900062197720525e-6,598,BB Train,18
RBF,6.687890324903121e-31,2.9000621977310648e-6,598,BB Train,18
Poly,1.08454202157976e-15,2.9000622718378977e-6,599,BB Train,18
Cosine,6.640325951231036e-29,2.900062197720992e-6,599,BB Train,18
Sigmoid,5.10486129377615e-31,2.90006219772046e-6,599,BB Train,18
RBF,6.3907887827311184e-31,2.9000621977322616e-6,599,BB Train,18
Poly,1.1763222285909565,21318.482901839612,600,BB Train,18
Cosine,6.505328995707923e-29,2.9000621977206492e-6,600,BB Train,18
Sigmoid,5.110702405273493e-31,2.9000621977205205e-6,600,BB Train,18
RBF,5.820803450112076e-31,2.900062197732235e-6,600,BB Train,18
Poly,1.176237280499687,21318.48290183961,601,BB Train,18
Cosine,6.470459443729723e-29,2.9000621977209372e-6,601,BB Train,18
Sigmoid,5.0123014688803995e-31,2.9000621977204633e-6,601,BB Train,18
RBF,5.518375458712602e-31,2.900062197731909e-6,601,BB Train,18
Poly,2.997821952613593e-12,2.9003076986585285e-6,602,BB Train,18
Cosine,6.534789626231954e-29,2.900062197720724e-6,602,BB Train,18
Sigmoid,5.111545682121392e-31,2.9000621977205828e-6,602,BB Train,18
RBF,6.757414931905648e-31,2.900062197731674e-6,602,BB Train,18
Poly,1.1788075747631184,21318.482901839445,603,BB Train,18
Cosine,6.522408097611733e-29,2.9000621977207437e-6,603,BB Train,18
Sigmoid,5.165921387634188e-31,2.9000621977204726e-6,603,BB Train,18
RBF,6.236080210725829e-31,2.9000621977313646e-6,603,BB Train,18
Poly,1.1820826293042155,42636.96580077895,604,BB Train,18
Cosine,6.393128606791544e-29,2.9000621977207687e-6,604,BB Train,18
Sigmoid,5.011885626366742e-31,2.900062197720484e-6,604,BB Train,18
RBF,5.678328896865278e-31,2.9000621977310906e-6,604,BB Train,18
Poly,3.9840790062943646e-15,2.900062346013317e-6,605,BB Train,18
Cosine,6.601496062283438e-29,2.9000621977208843e-6,605,BB Train,18
Sigmoid,5.213279157647861e-31,2.900062197720517e-6,605,BB Train,18
RBF,7.425110640575551e-31,2.9000621977316886e-6,605,BB Train,18
Poly,1.1099713842813064e-15,2.900062272409471e-6,606,BB Train,18
Cosine,6.707358461945544e-29,2.90006219772078e-6,606,BB Train,18
Sigmoid,5.2851176030875535e-31,2.9000621977204917e-6,606,BB Train,18
RBF,7.115373565795679e-31,2.900062197731565e-6,606,BB Train,18
Poly,1.178169735925957,21318.4829018396,607,BB Train,18
Cosine,6.534210070840375e-29,2.9000621977205357e-6,607,BB Train,18
Sigmoid,5.153745653584604e-31,2.9000621977204125e-6,607,BB Train,18
RBF,6.240890141225948e-31,2.9000621977320685e-6,607,BB Train,18
Poly,1.1828258847621096,42636.96580077908,608,BB Train,18
Cosine,6.377864947299222e-29,2.900062197721012e-6,608,BB Train,18
Sigmoid,4.9874575530860335e-31,2.9000621977204925e-6,608,BB Train,18
RBF,5.116716120992929e-31,2.9000621977319965e-6,608,BB Train,18
Poly,1.1772742117401434,21318.482901839427,609,BB Train,18
Cosine,6.499999061249126e-29,2.900062197720589e-6,609,BB Train,18
Sigmoid,4.9777523554825025e-31,2.900062197720476e-6,609,BB Train,18
RBF,7.872310779850616e-31,2.9000621977313354e-6,609,BB Train,18
Poly,3.0781351838451825e-12,2.900307550766299e-6,610,BB Train,18
Cosine,6.597418401324015e-29,2.900062197721035e-6,610,BB Train,18
Sigmoid,5.16487561068617e-31,2.900062197720523e-6,610,BB Train,18
RBF,6.002714643812743e-31,2.9000621977320215e-6,610,BB Train,18
Poly,1.1849629095239946,63955.44869971853,611,BB Train,18
Cosine,6.2443031588075e-29,2.900062197720839e-6,611,BB Train,18
Sigmoid,5.032050120297929e-31,2.900062197720493e-6,611,BB Train,18
RBF,6.073204118084996e-31,2.900062197731656e-6,611,BB Train,18
Poly,1.176706914089362,21318.48290183955,612,BB Train,18
Cosine,6.419445751031238e-29,2.9000621977207314e-6,612,BB Train,18
Sigmoid,4.831377902397392e-31,2.9000621977204997e-6,612,BB Train,18
RBF,5.854069930996339e-31,2.9000621977319986e-6,612,BB Train,18
Poly,8.696448837779303e-15,2.900062416822608e-6,613,BB Train,18
Cosine,6.655526467424067e-29,2.900062197721057e-6,613,BB Train,18
Sigmoid,5.1099541193218574e-31,2.9000621977205065e-6,613,BB Train,18
RBF,5.668118780927848e-31,2.9000621977310665e-6,613,BB Train,18
Poly,1.1766307430618197,21318.482901839445,614,BB Train,18
Cosine,6.432758445565869e-29,2.9000621977205455e-6,614,BB Train,18
Sigmoid,5.049177106887783e-31,2.900062197720527e-6,614,BB Train,18
RBF,6.3392539184874e-31,2.9000621977315743e-6,614,BB Train,18
Poly,1.186201076185961,63955.44869971855,615,BB Train,18
Cosine,6.320601846326488e-29,2.900062197720716e-6,615,BB Train,18
Sigmoid,5.037268835405906e-31,2.900062197720539e-6,615,BB Train,18
RBF,5.902483640594476e-31,2.900062197731865e-6,615,BB Train,18
Poly,1.176978803839613,21318.48290183961,616,BB Train,18
Cosine,6.510854673962012e-29,2.900062197720765e-6,616,BB Train,18
Sigmoid,5.048373714926876e-31,2.9000621977205277e-6,616,BB Train,18
RBF,5.768660291473937e-31,2.9000621977319427e-6,616,BB Train,18
Poly,1.1764820121757549,21318.482901839587,617,BB Train,18
Cosine,6.404006693413161e-29,2.9000621977208513e-6,617,BB Train,18
Sigmoid,5.041451717663213e-31,2.9000621977205235e-6,617,BB Train,18
RBF,6.782556726094646e-31,2.90006219773159e-6,617,BB Train,18
Poly,1.1832859479902869,42636.965800779006,618,BB Train,18
Cosine,6.387103019005254e-29,2.9000621977206666e-6,618,BB Train,18
Sigmoid,4.97273408716315e-31,2.900062197720548e-6,618,BB Train,18
RBF,5.966884779094496e-31,2.9000621977319186e-6,618,BB Train,18
Poly,6.362546343093712e-12,2.90043037334406e-6,619,BB Train,18
Cosine,6.603697980988394e-29,2.900062197720737e-6,619,BB Train,18
Sigmoid,5.0823906423313145e-31,2.9000621977204756e-6,619,BB Train,18
RBF,6.156048547041975e-31,2.9000621977319593e-6,619,BB Train,18
Poly,1.1851824797922037,63955.448699718516,620,BB Train,18
Cosine,6.204351599153418e-29,2.900062197720654e-6,620,BB Train,18
Sigmoid,5.005920785318963e-31,2.9000621977205256e-6,620,BB Train,18
RBF,6.270504112814578e-31,2.900062197732165e-6,620,BB Train,18
Poly,6.271195755080149e-12,2.900430372400965e-6,621,BB Train,18
Cosine,6.577868052279912e-29,2.9000621977208885e-6,621,BB Train,18
Sigmoid,5.025184737152662e-31,2.9000621977205823e-6,621,BB Train,18
RBF,5.835051485111578e-31,2.9000621977317903e-6,621,BB Train,18
Poly,1.1785545205699282,21318.482901839445,622,BB Train,18
Cosine,6.517788112601073e-29,2.9000621977204663e-6,622,BB Train,18
Sigmoid,5.18232973280448e-31,2.900062197720506e-6,622,BB Train,18
RBF,7.165989597754504e-31,2.900062197731811e-6,622,BB Train,18
Poly,1.1825703603534157,42636.965800778926,623,BB Train,18
Cosine,6.42215391615834e-29,2.900062197720496e-6,623,BB Train,18
Sigmoid,5.072541616309115e-31,2.9000621977206543e-6,623,BB Train,18
RBF,5.3849230601870526e-31,2.9000621977316844e-6,623,BB Train,18
Poly,1.1772880484470813,21318.482901839612,624,BB Train,18
Cosine,6.491712754631381e-29,2.9000621977205756e-6,624,BB Train,18
Sigmoid,4.994422677776039e-31,2.900062197720521e-6,624,BB Train,18
RBF,6.1036275100054515e-31,2.900062197731997e-6,624,BB Train,18
Poly,1.1780240952431198,21318.482901839605,625,BB Train,18
Cosine,6.487556827943183e-29,2.9000621977205925e-6,625,BB Train,18
Sigmoid,5.053211934133598e-31,2.900062197720539e-6,625,BB Train,18
RBF,5.922071771133508e-31,2.9000621977314303e-6,625,BB Train,18
Poly,1.1876071628585383,85273.93159865875,626,BB Train,18
Cosine,6.234844938498379e-29,2.9000621977206518e-6,626,BB Train,18
Sigmoid,4.994611721591742e-31,2.9000621977204565e-6,626,BB Train,18
RBF,5.555835830645248e-31,2.9000621977315133e-6,626,BB Train,18
Poly,1.1818314624685626,42636.965800779166,627,BB Train,18
Cosine,6.397490049851389e-29,2.9000621977207153e-6,627,BB Train,18
Sigmoid,4.861035596377736e-31,2.9000621977204544e-6,627,BB Train,18
RBF,5.3455535433146464e-31,2.900062197731731e-6,627,BB Train,18
Poly,1.9391946494506967e-19,2.900062196999031e-6,628,BB Train,18
Cosine,6.671720657777412e-29,2.900062197721152e-6,628,BB Train,18
Sigmoid,5.304792907910285e-31,2.900062197720521e-6,628,BB Train,18
RBF,6.7671988625788554e-31,2.9000621977316653e-6,628,BB Train,18
Poly,9.076442841954128e-13,2.90018502049756e-6,629,BB Train,18
Cosine,6.63400843847257e-29,2.9000621977208568e-6,629,BB Train,18
Sigmoid,5.270567700403587e-31,2.900062197720489e-6,629,BB Train,18
RBF,6.76950630160176e-31,2.900062197731371e-6,629,BB Train,18
Poly,1.1825137259803087,42636.96580077898,630,BB Train,18
Cosine,6.396296738419641e-29,2.9000621977210114e-6,630,BB Train,18
Sigmoid,5.093067473130321e-31,2.900062197720489e-6,630,BB Train,18
RBF,7.888218925181293e-31,2.900062197731517e-6,630,BB Train,18
Poly,1.1776260121382183,21318.482901839612,631,BB Train,18
Cosine,6.489666637335205e-29,2.900062197720445e-6,631,BB Train,18
Sigmoid,5.220014008421074e-31,2.9000621977205124e-6,631,BB Train,18
RBF,5.335780294042204e-31,2.900062197732062e-6,631,BB Train,18
Poly,8.88932648186621e-20,2.9000622021161514e-6,632,BB Train,18
Cosine,6.713326661632448e-29,2.900062197720304e-6,632,BB Train,18
Sigmoid,5.116369743884239e-31,2.9000621977204964e-6,632,BB Train,18
RBF,6.752709622180066e-31,2.900062197731664e-6,632,BB Train,18
Poly,8.996251893881231e-13,2.90018494997295e-6,633,BB Train,18
Cosine,6.634039239686099e-29,2.9000621977206907e-6,633,BB Train,18
Sigmoid,5.154072541123064e-31,2.9000621977205446e-6,633,BB Train,18
RBF,7.329116516100302e-31,2.9000621977315887e-6,633,BB Train,18
Poly,8.830455291531644e-13,2.9001850193886244e-6,634,BB Train,18
Cosine,6.643049748060135e-29,2.9000621977209512e-06,634,BB Train,18
Sigmoid,5.363343558594357e-31,2.900062197720556e-6,634,BB Train,18
RBF,7.3990423368508e-31,2.9000621977318385e-6,634,BB Train,18
Poly,1.1771298144915356,21318.48290183969,635,BB Train,18
Cosine,6.432634518810668e-29,2.9000621977208093e-6,635,BB Train,18
Sigmoid,5.037751010307946e-31,2.90006219772047e-6,635,BB Train,18
RBF,7.1393235586243e-31,2.9000621977321397e-6,635,BB Train,18
Poly,1.1759475303207017,21318.482901839452,636,BB Train,18
Cosine,6.470774116918098e-29,2.9000621977209724e-6,636,BB Train,18
Sigmoid,5.052991878040748e-31,2.900062197720586e-6,636,BB Train,18
RBF,5.892913195281218e-31,2.9000621977315595e-6,636,BB Train,18
Poly,3.2582543125202003e-12,2.9003075517339794e-6,637,BB Train,18
Cosine,6.681544197287934e-29,2.9000621977207395e-6,637,BB Train,18
Sigmoid,5.1607002063250605e-31,2.900062197720465e-6,637,BB Train,18
RBF,6.842092204428878e-31,2.9000621977323993e-6,637,BB Train,18
Poly,1.1819374218278464,42636.96580077901,638,BB Train,18
Cosine,6.266055889428406e-29,2.9000621977206984e-6,638,BB Train,18
Sigmoid,4.9202145726177935e-31,2.9000621977205387e-6,638,BB Train,18
RBF,6.1388364486836636e-31,2.9000621977315785e-6,638,BB Train,18
Poly,4.165448289120213e-15,2.90006234720887e-6,639,BB Train,18
Cosine,6.772238987611116e-29,2.90006219772112e-6,639,BB Train,18
Sigmoid,5.297580404552724e-31,2.900062197720499e-6,639,BB Train,18
RBF,6.151092267159179e-31,2.900062197731801e-6,639,BB Train,18
Poly,1.1826437930584122,42636.96580077918,640,BB Train,18
Cosine,6.421261239720984e-29,2.9000621977207073e-6,640,BB Train,18
Sigmoid,5.130581202588622e-31,2.9000621977205154e-6,640,BB Train,18
RBF,6.960169520794639e-31,2.90006219773159e-6,640,BB Train,18
Poly,1.1837282826592164,63955.4486997187,641,BB Train,18
Cosine,6.295864789957803e-29,2.9000621977204692e-06,641,BB Train,18
Sigmoid,4.932757245626654e-31,2.9000621977204917e-6,641,BB Train,18
RBF,5.403236299402136e-31,2.900062197731858e-6,641,BB Train,18
Poly,3.1003495931498047e-12,2.9003075484556883e-6,642,BB Train,18
Cosine,6.661760250811663e-29,2.900062197720586e-6,642,BB Train,18
Sigmoid,5.267716695198881e-31,2.900062197720516e-6,642,BB Train,18
RBF,6.412507442357427e-31,2.900062197731665e-6,642,BB Train,18
Poly,1.181649420374512,42636.96580077915,643,BB Train,18
Cosine,6.33027283238354e-29,2.9000621977208127e-6,643,BB Train,18
Sigmoid,5.047655836649926e-31,2.90006219772046e-6,643,BB Train,18
RBF,6.268691051357468e-31,2.9000621977313896e-6,643,BB Train,18
Poly,4.230077625716452e-15,2.9000623467596615e-6,644,BB Train,18
Cosine,6.668732225737529e-29,2.900062197721436e-6,644,BB Train,18
Sigmoid,5.076264221273056e-31,2.900062197720518e-6,644,BB Train,18
RBF,6.390063010990445e-31,2.900062197731743e-6,644,BB Train,18
Poly,1.1761493641718883,21318.482901839612,645,BB Train,18
Cosine,6.478722407240416e-29,2.9000621977206014e-6,645,BB Train,18
Sigmoid,5.064027042621828e-31,2.900062197720511e-6,645,BB Train,18
RBF,6.892199541876164e-31,2.9000621977314332e-6,645,BB Train,18
Poly,1.0939574517525176e-15,2.900062275690751e-6,646,BB Train,18
Cosine,6.652550617268485e-29,2.900062197720655e-6,646,BB Train,18
Sigmoid,5.2271335140432835e-31,2.90006219772053e-6,646,BB Train,18
RBF,6.429635554712184e-31,2.900062197731528e-6,646,BB Train,18
Poly,1.1817568504430667,42636.965800779166,647,BB Train,18
Cosine,6.366071136138896e-29,2.90006219772119e-6,647,BB Train,18
Sigmoid,4.856784875243566e-31,2.9000621977206107e-6,647,BB Train,18
RBF,5.2686686822082045e-31,2.9000621977315527e-6,647,BB Train,18
Poly,1.1785030823732068,21318.482901839427,648,BB Train,18
Cosine,6.526862886044875e-29,2.9000621977204557e-6,648,BB Train,18
Sigmoid,5.057776419372748e-31,2.900062197720487e-6,648,BB Train,18
RBF,5.228313184981735e-31,2.900062197731913e-6,648,BB Train,18
Poly,8.583297884918103e-13,2.9001848738607776e-6,649,BB Train,18
Cosine,6.656007291958318e-29,2.900062197720578e-6,649,BB Train,18
Sigmoid,5.096091957071896e-31,2.9000621977206048e-6,649,BB Train,18
RBF,5.276335178062395e-31,2.9000621977318902e-6,649,BB Train,18
Poly,1.1789459192478353,21318.48290183944,650,BB Train,18
Cosine,6.527029512707803e-29,2.900062197720367e-6,650,BB Train,18
Sigmoid,5.16828406662058e-31,2.900062197720559e-6,650,BB Train,18
RBF,5.971243810642648e-31,2.9000621977314582e-6,650,BB Train,18
