model,mse_cormat,mse,seed,data,d_dim
VAE,2.280302021986981e-4,0.01983867722422146,451,BB Train,18
PCA,0.0014493503042090573,0.06241869085477875,451,BB Train,18
VAE,1.9997568843910742e-4,0.018984653349225732,452,BB Train,18
PCA,0.0014313543700951988,0.05988009787598836,452,BB Train,18
VAE,2.2713214533281965e-4,0.019595895704942298,453,BB Train,18
PCA,0.001415960928189015,0.06046852319869821,453,BB Train,18
VAE,2.24373912757431e-4,0.019867962737440237,454,BB Train,18
PCA,0.0014707321617862844,0.06320607224977998,454,BB Train,18
VAE,2.0133055609598713e-4,0.01913500125283612,455,BB Train,18
PCA,0.0014942504046973732,0.06116401901159791,455,BB Train,18
VAE,2.0258479512338598e-4,0.01919162817293529,456,BB Train,18
PCA,0.0014462315099973422,0.060449453763354935,456,BB Train,18
VAE,2.709741300453313e-4,0.02010876109088635,457,BB Train,18
PCA,0.0013720394849712902,0.060045712892463174,457,BB Train,18
VAE,3.2393474356570473e-4,0.021145421319058187,458,BB Train,18
PCA,0.0014093987797440218,0.06263096457110467,458,BB Train,18
VAE,1.9953876536561214e-4,0.018958262294536905,459,BB Train,18
PCA,0.0014347937258844823,0.059591079460843493,459,BB Train,18
VAE,3.2337834121504654e-4,0.02111730979006944,460,BB Train,18
PCA,0.0014232694005405272,0.06265405645624357,460,BB Train,18
VAE,2.2807351016730274e-4,0.01989980085518622,461,BB Train,18
PCA,0.0014126207960884533,0.06159581593721915,461,BB Train,18
VAE,1.971422210338142e-4,0.018787255610493717,462,BB Train,18
PCA,0.0014433087301776266,0.059524550344945186,462,BB Train,18
VAE,2.244215717708455e-4,0.019594460331631047,463,BB Train,18
PCA,0.0013731125846056797,0.06005099169128774,463,BB Train,18
VAE,1.981167103285796e-4,0.018971021732226465,464,BB Train,18
PCA,0.0015190490496637596,0.06079806854194038,464,BB Train,18
VAE,2.260996634776996e-4,0.019679584326414867,465,BB Train,18
PCA,0.001429221294693811,0.06195347146981159,465,BB Train,18
VAE,2.2395093097977683e-4,0.019887622691099754,466,BB Train,18
PCA,0.0014803551439234403,0.06346383577282191,466,BB Train,18
VAE,2.264276657909964e-4,0.019479666672075013,467,BB Train,18
PCA,0.001436951483294396,0.06102384935065883,467,BB Train,18
VAE,2.249929230085142e-4,0.019444914100147273,468,BB Train,18
PCA,0.0013794196685728115,0.05975433682210038,468,BB Train,18
VAE,2.0023833250466282e-4,0.01915261810385192,469,BB Train,18
PCA,0.001553736362787236,0.06174032021533155,469,BB Train,18
VAE,2.255213070953922e-4,0.01964540535145475,470,BB Train,18
PCA,0.0013902749268316081,0.060304063997464394,470,BB Train,18
VAE,3.850051791516079e-4,0.02184760705311657,471,BB Train,18
PCA,0.0014509610355954259,0.06374426583543367,471,BB Train,18
VAE,1.9831354072328379e-4,0.01874486217474918,472,BB Train,18
PCA,0.00143834905577766,0.05941279011851636,472,BB Train,18
VAE,2.7665544322202966e-4,0.020103911397448253,473,BB Train,18
PCA,0.0013844099298409784,0.05987012136830206,473,BB Train,18
VAE,1.9854576863689838e-4,0.018806270594962572,474,BB Train,18
PCA,0.0014712223215068339,0.0595289510267047,474,BB Train,18
VAE,2.232951421430481e-4,0.01947798267212801,475,BB Train,18
PCA,0.0013942375616603669,0.060080923883575416,475,BB Train,18
VAE,2.7556674121652385e-4,0.020250268301799827,476,BB Train,18
PCA,0.0013770114582349958,0.06027087762853432,476,BB Train,18
VAE,1.9747212984901443e-4,0.018931404634362645,477,BB Train,18
PCA,0.001482580840130824,0.0606111829784614,477,BB Train,18
VAE,2.0010951025734199e-4,0.018890878834320963,478,BB Train,18
PCA,0.0014934326359470446,0.06021700619472862,478,BB Train,18
VAE,2.2731533386515743e-4,0.01965627471633881,479,BB Train,18
PCA,0.0013870920319814463,0.059709498556493275,479,BB Train,18
VAE,2.2864794804801697e-4,0.019841599541485153,480,BB Train,18
PCA,0.0014175743244228013,0.061475182971874785,480,BB Train,18
VAE,2.2451579401258176e-4,0.01954041927313387,481,BB Train,18
PCA,0.0014340195571756486,0.06116402326150628,481,BB Train,18
VAE,3.294388680656611e-4,0.021056887435127646,482,BB Train,18
PCA,0.00140707343673315,0.06101683809585637,482,BB Train,18
VAE,3.2754745618427154e-4,0.021292568428508386,483,BB Train,18
PCA,0.0014463117002302074,0.06308214188051756,483,BB Train,18
VAE,2.2674903617989786e-4,0.019741193769551378,484,BB Train,18
PCA,0.0014066317986377423,0.060879000240555425,484,BB Train,18
VAE,2.2619486674200758e-4,0.019708651249353254,485,BB Train,18
PCA,0.0013999338408790705,0.06070007859755575,485,BB Train,18
VAE,2.2150723407462166e-4,0.019666109265905615,486,BB Train,18
PCA,0.0013882337498747489,0.06054252052184465,486,BB Train,18
VAE,3.253583808629556e-4,0.02097369159499268,487,BB Train,18
PCA,0.0014059089911324183,0.06164133408728859,487,BB Train,18
VAE,1.979906918259782e-4,0.01877055961696115,488,BB Train,18
PCA,0.0014673098464192428,0.05954359010080538,488,BB Train,18
VAE,2.7188405602936736e-4,0.020334454577090582,489,BB Train,18
PCA,0.0014080297587909466,0.0612781775496121,489,BB Train,18
VAE,2.042672996011618e-4,0.019353022216048534,490,BB Train,18
PCA,0.0015078550380683722,0.06115446339865169,490,BB Train,18
VAE,2.2522416628753682e-4,0.01961045740844856,491,BB Train,18
PCA,0.001364362484766135,0.05948120930151733,491,BB Train,18
VAE,1.9789929909900993e-4,0.018757400207639687,492,BB Train,18
PCA,0.0015784610762931966,0.061277995274363145,492,BB Train,18
VAE,2.685028821870318e-4,0.0204007374646213,493,BB Train,18
PCA,0.0013921035921404036,0.06225762488575317,493,BB Train,18
VAE,2.2620329943218422e-4,0.019621575044608822,494,BB Train,18
PCA,0.0014010252264420513,0.06014203408970376,494,BB Train,18
VAE,2.0211870864859783e-4,0.0189928462079327,495,BB Train,18
PCA,0.0014741639385655373,0.060065583340766754,495,BB Train,18
VAE,2.7274832049737946e-4,0.020079059138032845,496,BB Train,18
PCA,0.001372454466960309,0.05951531087525109,496,BB Train,18
VAE,2.2478091789616966e-4,0.019544213651101712,497,BB Train,18
PCA,0.0013892526925201147,0.06015163486656723,497,BB Train,18
VAE,1.9717189286603797e-4,0.019001616975762938,498,BB Train,18
PCA,0.0014911202454944348,0.06057302629863914,498,BB Train,18
VAE,2.249585884422357e-4,0.019595207910725002,499,BB Train,18
PCA,0.0014011191476760608,0.06098764078254056,499,BB Train,18
VAE,2.0226013199004742e-4,0.019433779032793228,500,BB Train,18
PCA,0.0014765500139173745,0.06150868885142262,500,BB Train,18
VAE,1.987564847033696e-4,0.018852041207139625,501,BB Train,18
PCA,0.0015747128357418256,0.061543901399020016,501,BB Train,18
VAE,2.2605365239861412e-4,0.0197333422661387,502,BB Train,18
PCA,0.001370596184783496,0.059776671643957925,502,BB Train,18
VAE,2.2434132093758662e-4,0.019841164033976556,503,BB Train,18
PCA,0.001473458883777848,0.06309942712855386,503,BB Train,18
VAE,2.2667531164888792e-4,0.019627283230128176,504,BB Train,18
PCA,0.0014551615509662205,0.06195091410472931,504,BB Train,18
VAE,2.682060069257428e-4,0.02022972150589354,505,BB Train,18
PCA,0.0013972174330623512,0.06172598963293601,505,BB Train,18
VAE,1.993228923364797e-4,0.018730644174547704,506,BB Train,18
PCA,0.0014263728898430287,0.05832288696804549,506,BB Train,18
VAE,2.2490249692154004e-4,0.01973812912251218,507,BB Train,18
PCA,0.00140220262508194,0.06090614132350305,507,BB Train,18
VAE,3.333675152977203e-4,0.021342356262344733,508,BB Train,18
PCA,0.0014400895917427892,0.06226224861541488,508,BB Train,18
VAE,2.2829288151527479e-4,0.02008365673956972,509,BB Train,18
PCA,0.0015299708444752884,0.06433471407794335,509,BB Train,18
VAE,2.262212405290184e-4,0.020047849474657337,510,BB Train,18
PCA,0.0014480672865355062,0.062385479366156106,510,BB Train,18
VAE,2.7281146927497535e-4,0.020463257824290284,511,BB Train,18
PCA,0.001412075081279087,0.06214681192995691,511,BB Train,18
VAE,2.7095686999929736e-4,0.020230641310401174,512,BB Train,18
PCA,0.001362639552235639,0.06046501220917849,512,BB Train,18
VAE,1.9572291424298317e-4,0.018801914120362855,513,BB Train,18
PCA,0.0015184103913418723,0.06049100203619929,513,BB Train,18
VAE,2.2672617723341825e-4,0.019490632978956576,514,BB Train,18
PCA,0.001401930726131498,0.059613329594242495,514,BB Train,18
VAE,2.2661054710441695e-4,0.019646993832454687,515,BB Train,18
PCA,0.001424442399833506,0.06101394177866747,515,BB Train,18
VAE,3.2601840776673517e-4,0.02097246135386335,516,BB Train,18
PCA,0.0013907776949164845,0.061533214028154946,516,BB Train,18
VAE,2.77550626287884e-4,0.020374415605336406,517,BB Train,18
PCA,0.001414925575982415,0.06085232651776908,517,BB Train,18
VAE,1.9895131564825344e-4,0.018842534387424163,518,BB Train,18
PCA,0.0014684645703142239,0.059545528194791024,518,BB Train,18
VAE,1.9545776593344713e-4,0.018868661934272005,519,BB Train,18
PCA,0.001520292869744834,0.06111563972384032,519,BB Train,18
VAE,2.0828203805715173e-4,0.019610364921445533,520,BB Train,18
PCA,0.0015358424733869051,0.06248919167531392,520,BB Train,18
VAE,2.273449822791116e-4,0.01948270701826939,521,BB Train,18
PCA,0.001428354090213427,0.06104231700786792,521,BB Train,18
VAE,3.2426427192516766e-4,0.020999585054276435,522,BB Train,18
PCA,0.0014187945612173058,0.06246715458051749,522,BB Train,18
VAE,2.2488408705608636e-4,0.019769294579282747,523,BB Train,18
PCA,0.001388135684708051,0.06097696930016951,523,BB Train,18
VAE,2.2716715001656342e-4,0.019597957916671186,524,BB Train,18
PCA,0.0014550432568453586,0.061552451447900766,524,BB Train,18
VAE,2.707534640920494e-4,0.020279150858171734,525,BB Train,18
PCA,0.0013873866895736584,0.06122586894070554,525,BB Train,18
VAE,2.704381470124075e-4,0.020180101416491594,526,BB Train,18
PCA,0.0013854928928253498,0.060974148551523784,526,BB Train,18
VAE,3.2732478330042966e-4,0.02115015752312406,527,BB Train,18
PCA,0.001422270722726989,0.06224441450479648,527,BB Train,18
VAE,1.9788418158587286e-4,0.018842069691542666,528,BB Train,18
PCA,0.0014659765365905983,0.059958460276971284,528,BB Train,18
VAE,2.739525429852177e-4,0.020415672683747742,529,BB Train,18
PCA,0.001426668613058103,0.06201760628862678,529,BB Train,18
VAE,2.2443377964840216e-4,0.019467197720172757,530,BB Train,18
PCA,0.0013829241636790749,0.059801952007864416,530,BB Train,18
VAE,1.9996776093302555e-4,0.019017030443573852,531,BB Train,18
PCA,0.0014568054175692713,0.060324173275029584,531,BB Train,18
VAE,2.2383573383651095e-4,0.019409537035353596,532,BB Train,18
PCA,0.0013561621884436536,0.05865608733624197,532,BB Train,18
VAE,2.6654578810306163e-4,0.020201075198614884,533,BB Train,18
PCA,0.0013901809530303961,0.06197392424989857,533,BB Train,18
VAE,2.2618176335782597e-4,0.019643175596909843,534,BB Train,18
PCA,0.0014541087677863425,0.06181135502862478,534,BB Train,18
VAE,2.2619490054562373e-4,0.019641631466515156,535,BB Train,18
PCA,0.0013854125988773027,0.060024639654803806,535,BB Train,18
VAE,1.9825564080821256e-4,0.01889133433187839,536,BB Train,18
PCA,0.0014312656788629209,0.05938033308657305,536,BB Train,18
VAE,2.0068523762786723e-4,0.018877819444377223,537,BB Train,18
PCA,0.0014189491936117203,0.05916657711481876,537,BB Train,18
VAE,2.7638957666545317e-4,0.020315037914091193,538,BB Train,18
PCA,0.001421553892506927,0.06101617266729169,538,BB Train,18
VAE,2.2717244778556754e-4,0.0196082490031558,539,BB Train,18
PCA,0.0013977724252189812,0.05989317723646272,539,BB Train,18
VAE,2.753492676639223e-4,0.020546571380721926,540,BB Train,18
PCA,0.001416521835919739,0.06139009702069779,540,BB Train,18
VAE,3.2402887890993867e-4,0.020956682071730657,541,BB Train,18
PCA,0.0014167984210409982,0.06306433824915993,541,BB Train,18
VAE,2.252671109814762e-4,0.019949711341835548,542,BB Train,18
PCA,0.0014521557101265386,0.061947844675553254,542,BB Train,18
VAE,3.274420778575264e-4,0.020738497460539795,543,BB Train,18
PCA,0.0013915404209693771,0.060214322948083966,543,BB Train,18
VAE,3.2438607903345314e-4,0.02098670683829674,544,BB Train,18
PCA,0.0014147835929276293,0.0616574162271441,544,BB Train,18
VAE,2.704038070542757e-4,0.020474150762776155,545,BB Train,18
PCA,0.0014139113463972196,0.0618283375305872,545,BB Train,18
VAE,1.9879626879277656e-4,0.019166419074313972,546,BB Train,18
PCA,0.0015591260032803403,0.06178730573435888,546,BB Train,18
VAE,1.988909109194769e-4,0.019078439896389857,547,BB Train,18
PCA,0.0014814841367393632,0.060803869371606305,547,BB Train,18
VAE,2.2880127560325877e-4,0.019860479196014802,548,BB Train,18
PCA,0.0014122309485295542,0.06082957118387568,548,BB Train,18
VAE,2.248660719920683e-4,0.01978309348983946,549,BB Train,18
PCA,0.001398763257073657,0.06111929303726307,549,BB Train,18
VAE,2.2663430897940743e-4,0.01966779097900918,550,BB Train,18
PCA,0.0013765038743479901,0.059473128115025246,550,BB Train,18
VAE,2.7558729679538876e-4,0.020353509534546864,551,BB Train,18
PCA,0.0013810766538819423,0.06070428515511649,551,BB Train,18
VAE,0.00022584230647716819,0.019536043817760942,552,BB Train,18
PCA,0.001395509158188496,0.05959689907815766,552,BB Train,18
VAE,2.25579402137844e-4,0.019706294194082156,553,BB Train,18
PCA,0.0014297512803214312,0.061587435097842355,553,BB Train,18
VAE,3.2968462046107234e-4,0.02080059262057192,554,BB Train,18
PCA,0.0013983731901770135,0.05999930590795732,554,BB Train,18
VAE,2.262031675024312e-4,0.019494695742154344,555,BB Train,18
PCA,0.0013900244175963743,0.05951936553267228,555,BB Train,18
VAE,2.2714048247159886e-4,0.020035600526227073,556,BB Train,18
PCA,0.00146181214351101,0.06310981224874375,556,BB Train,18
VAE,2.2589469671578934e-4,0.019508075203315982,557,BB Train,18
PCA,0.0013740028266208144,0.059574190459946795,557,BB Train,18
VAE,2.2636841162187562e-4,0.01959582930948563,558,BB Train,18
PCA,0.001371801531786145,0.05953323721454353,558,BB Train,18
VAE,1.9684287251591488e-4,0.01896363291380692,559,BB Train,18
PCA,0.0015152904733425519,0.061169651577790765,559,BB Train,18
VAE,2.0321879613677645e-4,0.019144451849357254,560,BB Train,18
PCA,0.0015111333475924995,0.06079999061986288,560,BB Train,18
VAE,2.268470698712159e-4,0.01956741203669165,561,BB Train,18
PCA,0.0013734161381873586,0.0586468119035358,561,BB Train,18
VAE,1.9823111186589775e-4,0.018928702911993608,562,BB Train,18
PCA,0.0015096879253279315,0.060636162176600776,562,BB Train,18
VAE,2.270284951201661e-4,0.019542245240469328,563,BB Train,18
PCA,0.0013768479061230282,0.05956966557207499,563,BB Train,18
VAE,1.9886307662575123e-4,0.019247448962052473,564,BB Train,18
PCA,0.0014893637234714525,0.06158893366679802,564,BB Train,18
VAE,5.794547273730869e-4,0.023649200132576206,565,BB Train,18
PCA,0.0014638986281907949,0.0642141774662577,565,BB Train,18
VAE,2.7417424531809567e-4,0.02019443194120349,566,BB Train,18
PCA,0.0013657710959229547,0.05955222113131835,566,BB Train,18
VAE,2.2402515035276467e-4,0.019501822167865054,567,BB Train,18
PCA,0.0013931685236741325,0.05993687492789761,567,BB Train,18
VAE,2.2477375333146258e-4,0.01970173828848961,568,BB Train,18
PCA,0.0014492946353805954,0.062185356365827615,568,BB Train,18
VAE,2.705374569709304e-4,0.02030642585218017,569,BB Train,18
PCA,0.0013987308382816322,0.06140956015974312,569,BB Train,18
VAE,2.2676013472765455e-4,0.019753827005159097,570,BB Train,18
PCA,0.0014630841388338877,0.0623142890002573,570,BB Train,18
VAE,2.244236300737647e-4,0.019671594345977587,571,BB Train,18
PCA,0.0014079580119104157,0.06106043497420339,571,BB Train,18
VAE,2.678964601031957e-4,0.020450206119438406,572,BB Train,18
PCA,0.0014123473748598868,0.06288432500607287,572,BB Train,18
VAE,1.978704769908345e-4,0.019034220627991084,573,BB Train,18
PCA,0.001477476608063506,0.06061167982803039,573,BB Train,18
VAE,1.9921406699668922e-4,0.018750477115336846,574,BB Train,18
PCA,0.0013969843084459667,0.05816826075904479,574,BB Train,18
VAE,3.2964353212357585e-4,0.021149118064343598,575,BB Train,18
PCA,0.0014069142407020553,0.061732727998595784,575,BB Train,18
VAE,2.2620918857074328e-4,0.019857987909365146,576,BB Train,18
PCA,0.0014184356350385547,0.0618684743176313,576,BB Train,18
VAE,2.2682729747302503e-4,0.019471506244216622,577,BB Train,18
PCA,0.0013685506413170484,0.059396778323897,577,BB Train,18
VAE,2.2585908424036031e-4,0.019605553557235117,578,BB Train,18
PCA,0.0013934593427902175,0.06085096270863547,578,BB Train,18
VAE,2.2499543228040106e-4,0.019825579292896092,579,BB Train,18
PCA,0.001421731744947175,0.061652266656231997,579,BB Train,18
VAE,2.0121608838513438e-4,0.01923351427724426,580,BB Train,18
PCA,0.0014972193675708747,0.06097495191664411,580,BB Train,18
VAE,2.2609636806898218e-4,0.019675743113863043,581,BB Train,18
PCA,0.0014009727477892918,0.060790367015950704,581,BB Train,18
VAE,2.2689692011884145e-4,0.01971684539098298,582,BB Train,18
PCA,0.0014192955845194178,0.060037176616816304,582,BB Train,18
VAE,2.2482855171233464e-4,0.019840222130943896,583,BB Train,18
PCA,0.0014100249739122616,0.061863497100201156,583,BB Train,18
VAE,2.0119786793900936e-4,0.0192262423776371,584,BB Train,18
PCA,0.0014440963535350495,0.06054303549522597,584,BB Train,18
VAE,2.0021319531321073e-4,0.018935036301956202,585,BB Train,18
PCA,0.001419517796674101,0.05935933613362423,585,BB Train,18
VAE,2.7106815787561624e-4,0.02020478206923951,586,BB Train,18
PCA,0.001382981654152495,0.06090483577160954,586,BB Train,18
VAE,1.9968923847527094e-4,0.01888863537968481,587,BB Train,18
PCA,0.0014790143655848333,0.06015890153475317,587,BB Train,18
VAE,2.2954534071492453e-4,0.01987684266408335,588,BB Train,18
PCA,0.0014143278248762194,0.06091270487925256,588,BB Train,18
VAE,2.2416152856369684e-4,0.019768299020368814,589,BB Train,18
PCA,0.0014280432414620033,0.06167728987844394,589,BB Train,18
VAE,1.972702413644372e-4,0.018800691043439375,590,BB Train,18
PCA,0.0015998092598451647,0.06122251759994429,590,BB Train,18
VAE,2.249927248244353e-4,0.01959160449222441,591,BB Train,18
PCA,0.0014004225364876556,0.060511842611033255,591,BB Train,18
VAE,2.252613275516084e-4,0.019698644488199052,592,BB Train,18
PCA,0.0013962456410444182,0.06094239380149189,592,BB Train,18
VAE,1.9810689431045135e-4,0.018843467418954183,593,BB Train,18
PCA,0.0013862595132210721,0.05823571629568764,593,BB Train,18
VAE,2.2532486117522523e-4,0.0195736681486336,594,BB Train,18
PCA,0.0014368169213554048,0.06119859642432204,594,BB Train,18
VAE,1.9720748446208427e-4,0.0189971757396569,595,BB Train,18
PCA,0.001479004275501032,0.06046682250981918,595,BB Train,18
VAE,1.9896897243737476e-4,0.018861649840001264,596,BB Train,18
PCA,0.0014403940662371432,0.05954610452160058,596,BB Train,18
VAE,2.266526506035442e-4,0.019583164982386467,597,BB Train,18
PCA,0.0014200857657148233,0.06080400282016294,597,BB Train,18
VAE,2.01078740502264e-4,0.01919890231060816,598,BB Train,18
PCA,0.0014537818602942067,0.0607465888708786,598,BB Train,18
VAE,1.985293815237212e-4,0.019138817766789572,599,BB Train,18
PCA,0.001447389534453379,0.06079960221746675,599,BB Train,18
VAE,2.2320213398801308e-4,0.01969071742457517,600,BB Train,18
PCA,0.001425907114303923,0.06116916938366494,600,BB Train,18
VAE,2.242917225651269e-4,0.01958213960939859,601,BB Train,18
PCA,0.0014253167515506408,0.06147308441305887,601,BB Train,18
VAE,1.9839221495331115e-4,0.01906234084542986,602,BB Train,18
PCA,0.0015557507484435774,0.06174333016928089,602,BB Train,18
VAE,2.2548689578102973e-4,0.019615446868460586,603,BB Train,18
PCA,0.001398359843163716,0.0602117326205872,603,BB Train,18
VAE,2.795552734647924e-4,0.02078665338239002,604,BB Train,18
PCA,0.0014434611805323122,0.062276056617077316,604,BB Train,18
VAE,2.012297384966026e-4,0.01897476505807587,605,BB Train,18
PCA,0.0014667029383969214,0.06009962181814809,605,BB Train,18
VAE,2.004309038965218e-4,0.018763062112674637,606,BB Train,18
PCA,0.0014188153450321239,0.058805230544105934,606,BB Train,18
VAE,2.255559442372755e-4,0.019416124401654498,607,BB Train,18
PCA,0.0013762472952982567,0.059486912495363205,607,BB Train,18
VAE,2.743382427968508e-4,0.020515608944521316,608,BB Train,18
PCA,0.0013980838621521015,0.06132018752089508,608,BB Train,18
VAE,2.2763822843659395e-4,0.01973028623212348,609,BB Train,18
PCA,0.0014087323528168601,0.060737680239744345,609,BB Train,18
VAE,2.0087648320001682e-4,0.019076841045431,610,BB Train,18
PCA,0.0014973100778652808,0.061483921116968925,610,BB Train,18
VAE,3.223167335096649e-4,0.020970240079125492,611,BB Train,18
PCA,0.0013781791060098131,0.06199518801671506,611,BB Train,18
VAE,2.2418161447037546e-4,0.019808182297384257,612,BB Train,18
PCA,0.0014075636338000122,0.06166494151969889,612,BB Train,18
VAE,2.0142206652704818e-4,0.018823173167823115,613,BB Train,18
PCA,0.0014442140472772235,0.05946272896772697,613,BB Train,18
VAE,2.2841558434379098e-4,0.019947793716389998,614,BB Train,18
PCA,0.001435331127488225,0.06174223594110959,614,BB Train,18
VAE,3.246027717349678e-4,0.02073700968136146,615,BB Train,18
PCA,0.0013606717860368195,0.06045763419377148,615,BB Train,18
VAE,2.2711774542664103e-4,0.019716108986955208,616,BB Train,18
PCA,0.0013929982546054978,0.06020381313305816,616,BB Train,18
VAE,2.2735182833200974e-4,0.019831612858130142,617,BB Train,18
PCA,0.0014170595071751253,0.06136266849187847,617,BB Train,18
VAE,2.7240073959594065e-4,0.020276321038901143,618,BB Train,18
PCA,0.0013639742646728587,0.06052295836520338,618,BB Train,18
VAE,1.9728466995444938e-4,0.018861516604757645,619,BB Train,18
PCA,0.0015485900130384031,0.06040633864798763,619,BB Train,18
VAE,3.190410535305176e-4,0.020901677417884974,620,BB Train,18
PCA,0.0013888917694913044,0.06224290974145379,620,BB Train,18
VAE,1.9955324322913664e-4,0.019114614975348578,621,BB Train,18
PCA,0.0015452870029245029,0.06139216056657564,621,BB Train,18
VAE,2.258001176387028e-4,0.019574396883382656,622,BB Train,18
PCA,0.0014013907301174695,0.059783384658470114,622,BB Train,18
VAE,2.786055475084451e-4,0.020681846311953845,623,BB Train,18
PCA,0.001426196735664626,0.06185139168720831,623,BB Train,18
VAE,2.2701842418745431e-4,0.01968535271738422,624,BB Train,18
PCA,0.0014053978459980772,0.060589458545608925,624,BB Train,18
VAE,2.2615192220689053e-4,0.019503004552349865,625,BB Train,18
PCA,0.0013878648598542685,0.05992008295015094,625,BB Train,18
VAE,3.874625028789713e-4,0.021599556504185193,626,BB Train,18
PCA,0.0013835211585127916,0.06093704541942265,626,BB Train,18
VAE,2.739902853472355e-4,0.02042585568203947,627,BB Train,18
PCA,0.0014260503300741049,0.06170773643463437,627,BB Train,18
VAE,1.9993213582751137e-4,0.019083095806927047,628,BB Train,18
PCA,0.0014178624061880175,0.059942708676557994,628,BB Train,18
VAE,1.9958305554320562e-4,0.018870339131122855,629,BB Train,18
PCA,0.0015043098259177573,0.06040716052022921,629,BB Train,18
VAE,2.6834751588636536e-4,0.02011477134671533,630,BB Train,18
PCA,0.0013804452957532165,0.06081279398935123,630,BB Train,18
VAE,0.00022402508403178284,0.019593065479940504,631,BB Train,18
PCA,0.0014148091632755712,0.06104490520688484,631,BB Train,18
VAE,2.0080141519259712e-4,0.019116784149408515,632,BB Train,18
PCA,0.0014250823379404704,0.060245717112943506,632,BB Train,18
VAE,1.9875249350792274e-4,0.018992133366475913,633,BB Train,18
PCA,0.0014474428702570652,0.059942832912196334,633,BB Train,18
VAE,1.986175651998598e-4,0.019089047276168256,634,BB Train,18
PCA,0.0014966790183978025,0.06110469964705943,634,BB Train,18
VAE,2.27089356417209e-4,0.019686586990008838,635,BB Train,18
PCA,0.0014232886304110285,0.06120618019003014,635,BB Train,18
VAE,2.2864097544736845e-4,0.019902188187238705,636,BB Train,18
PCA,0.001433293924764014,0.06202793692982207,636,BB Train,18
VAE,1.9954309202108172e-4,0.019126202110735676,637,BB Train,18
PCA,0.0014845541708005368,0.06079377703871201,637,BB Train,18
VAE,2.657366689301557e-4,0.020537149603203346,638,BB Train,18
PCA,0.0014038630767151357,0.06301687909630904,638,BB Train,18
VAE,2.0064516948095106e-4,0.01871151946098916,639,BB Train,18
PCA,0.0014290821196070902,0.058776631829470814,639,BB Train,18
VAE,2.7208232990691287e-4,0.020250246859644046,640,BB Train,18
PCA,0.0013866869880448957,0.060845222713753366,640,BB Train,18
VAE,3.177646462547915e-4,0.021088447084008703,641,BB Train,18
PCA,0.0014165698633016497,0.06382863528947691,641,BB Train,18
VAE,1.9921069797036633e-4,0.018796219978765166,642,BB Train,18
PCA,0.0014736597666405505,0.05990038520099535,642,BB Train,18
VAE,2.720794010097687e-4,0.020449750566602216,643,BB Train,18
PCA,0.001401721837182552,0.061782014995607135,643,BB Train,18
VAE,2.0181292687986518e-4,0.018903851845042122,644,BB Train,18
PCA,0.0014376321670861373,0.059420940068226444,644,BB Train,18
VAE,2.25097302141827e-4,0.019714740447102412,645,BB Train,18
PCA,0.0014369068864839506,0.0617741688552839,645,BB Train,18
VAE,2.0291666423704482e-4,0.019315260577426743,646,BB Train,18
PCA,0.0014550388677983602,0.06120060792332722,646,BB Train,18
VAE,2.68784431998139e-4,0.020264831133107966,647,BB Train,18
PCA,0.0014034765301519374,0.06204738289373467,647,BB Train,18
VAE,2.23328202811184e-4,0.019440796074095268,648,BB Train,18
PCA,0.00137553350888083,0.05971340123761859,648,BB Train,18
VAE,1.9967655135734073e-4,0.018944748002709014,649,BB Train,18
PCA,0.0014227791405537575,0.059606053344350166,649,BB Train,18
VAE,2.2950240932355796e-4,0.019499982241709006,650,BB Train,18
PCA,0.0013852697084671404,0.05893757127238952,650,BB Train,18
VAE,1.9632661076437286e-4,0.01893645427968127,651,BB Train,18
PCA,0.0014840278154729235,0.0605452252157499,651,BB Train,18
VAE,2.255963304609656e-4,0.01952282724438417,652,BB Train,18
PCA,0.0013851276791704296,0.05944447767228242,652,BB Train,18
VAE,2.2691179984897042e-4,0.019795734729480246,653,BB Train,18
PCA,0.0014315167503875883,0.06177201144625003,653,BB Train,18
VAE,1.9880433998166e-4,0.01916939041234232,654,BB Train,18
PCA,0.001435756836285078,0.06039745125573888,654,BB Train,18
VAE,2.70481752096744e-4,0.020124521233825222,655,BB Train,18
PCA,0.001382488153268308,0.06079082973847367,655,BB Train,18
VAE,1.9842265734384913e-4,0.019080883038459298,656,BB Train,18
PCA,0.0015589078796979865,0.061382385959525144,656,BB Train,18
VAE,1.971823732411348e-4,0.018902904566614854,657,BB Train,18
PCA,0.0014383005028432872,0.05941626455560397,657,BB Train,18
VAE,2.0107122423348157e-4,0.01915953034229223,658,BB Train,18
PCA,0.001535499725923441,0.062133811700277736,658,BB Train,18
VAE,2.70763109219614e-4,0.020503299189326578,659,BB Train,18
PCA,0.0014231583211706418,0.06279539011751102,659,BB Train,18
VAE,2.007997216802121e-4,0.018787414195433963,660,BB Train,18
PCA,0.0014202909465011316,0.05904348681742591,660,BB Train,18
VAE,2.2349224376181628e-4,0.019628405261240767,661,BB Train,18
PCA,0.0013844588546528716,0.06040595767451231,661,BB Train,18
VAE,2.253301414698523e-4,0.019678494835948815,662,BB Train,18
PCA,0.0014197027197245602,0.061668065539835205,662,BB Train,18
VAE,2.2485004683785365e-4,0.019496864115900195,663,BB Train,18
PCA,0.0013931197077235696,0.059704804032614286,663,BB Train,18
VAE,2.0611823833238292e-4,0.01928248916695127,664,BB Train,18
