pathway_name,sage_value,sage_value_sd
Amino acids,-3.962659364974234e-05,0.00015653752788557767
Apolipoproteins,-0.0007355751131517639,0.0003431041206785343
Cholesterol,0.027145603969867416,0.005112807403921648
Cholesteryl esters,-0.008066746759189874,0.003218140135127616
Fatty acids,0.2569589902087651,0.01271999115362713
Fluid balance,0.1926028999731406,0.007917414988202715
Free cholesterol,-0.0032622709427443004,0.0004472627663019202
Glycolysis related metabolites,0.15122500844893075,0.008866439642896089
Inflammation,0.000848528421623073,0.00010503058163249782
Ketone bodies,0.00042261878771774616,9.233955582325057e-05
Lipoprotein particle concentrations,3.983056889395408e-05,1.5270884291663302e-06
Lipoprotein particle sizes,-0.03345290489858194,0.001606747010415771
Lipoprotein subclasses,0.06116074207346341,0.001892653057742382
Other lipids,0.06352807005381808,0.002786888072445297
Phospholipids,0.009453947469487922,0.00044634154327231353
Total lipids,0.038850663301306064,0.002688714248800909
Triglycerides,0.04393949411376186,0.0014619303625101952
