pathway_name,sage_value,sage_value_sd
Amino acids,0.23577282462454066,0.001294984161300558
Apolipoproteins,-0.0072902515498104396,0.001185625764526072
Cholesterol,-0.7079897664705628,0.06902474813268887
Cholesteryl esters,0.029018317156164097,0.00500237211205106
Fatty acids,0.06969982952567683,0.0018616144097244225
Fluid balance,0.024505684412459965,0.0003567731491528105
Free cholesterol,0.11988057665323847,0.011898584749103056
Glycolysis related metabolites,0.19836935652224694,0.0010627097384050363
Inflammation,0.00030219721395955,0.000370290149010667
Ketone bodies,0.025840721260568238,0.0003350856909470267
Lipoprotein particle concentrations,-0.04274314468966312,0.0008405565379039935
Lipoprotein particle sizes,0.01555354120275173,0.0002901356206878299
Lipoprotein subclasses,2.7877090831554976,0.13929526141847137
Other lipids,0.004042925156814512,0.000291462036250723
Phospholipids,0.06786507256775101,0.002300207253075974
Total lipids,-0.07068876279114485,0.004817649002752375
Triglycerides,0.04129557766232552,0.0017788756147388794
