pathway_name,sage_value,sage_value_sd
Aromatic amino acids,-0.0001857777968009875,8.256237542890628e-05
Branched-chain amino acids,-0.0017447916714667018,0.00030164724806836006
Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),-0.008416867726529215,0.0013644626237516856
IDL (average diameter 28.6 nm),-0.0685212219391828,0.00852299160370288
Large HDL (average diameter 12.1 nm),0.005250224838555084,0.00368189765052628
Large LDL (average diameter 25.5 nm),-0.01567352866814908,0.0017358771885361587
Large VLDL (average diameter 53.6 nm),-0.020848924886754067,0.0019042699920867293
Medium HDL (average diameter 10.9 nm),-0.005810040019467402,0.0021542794372166863
Medium LDL (average diameter 23 nm),-0.034607005568412195,0.003032465625902458
Medium VLDL (average diameter 44.5 nm),-0.04698067497505276,0.003379803401480752
Small HDL (average diameter 8.7 nm),0.0016733488763625915,0.0006951374201080935
Small LDL (average diameter 18.7 nm),0.008869380983578081,0.0008003629471144978
Small VLDL (average diameter 36.8 nm),-0.016380637023367377,0.0016935478982090103
Very large HDL (average diameter 14.3 nm),-0.0008661582289083853,0.00038790630780476717
Very large VLDL (average diameter 64 nm),-0.002085557309499673,0.0005500118649919212
Very small VLDL (average diameter 31.3 nm),-0.023897110478153905,0.004632625991896852
p23400_i0,0.07923473059292145,0.008478478529158704
p23401_i0,0.04296206692707057,0.003385966524578255
p23402_i0,-0.08974900632174372,0.009875240957325481
p23403_i0,-0.01761122678258543,0.0016638597530963882
p23404_i0,0.03930114922268988,0.004279209236859506
p23405_i0,0.04838482171457207,0.004019383076565888
p23406_i0,-0.015178608659670042,0.0034812270598908717
p23407_i0,0.0052026974603209064,0.0011080770059411847
p23408_i0,-0.062356788322236824,0.0054582502470925205
p23409_i0,0.001391475016006438,0.000124910909773795
p23410_i0,-0.0033113004366549237,0.0004789184393428132
p23411_i0,-0.013034811079566132,0.0017433503970304734
p23412_i0,-0.03545259092215658,0.003409318382902311
p23413_i0,-0.009182296781925817,0.0009117993771532513
p23414_i0,-0.0006155847067928488,0.000747125632767996
p23415_i0,-0.0030564806367692717,0.001520577911770387
p23416_i0,-0.012779659215830214,0.0012218414426534772
p23417_i0,0.014345873229751125,0.0016220400778969607
p23418_i0,0.0036263453751287735,0.0023687697399495727
p23419_i0,0.015299248604454974,0.0018372882852333466
p23420_i0,0.00020708142164760444,0.00019762577977904726
p23421_i0,-0.0019106531006085475,0.00032223837291409427
p23422_i0,-0.003138015914405818,0.0007089117305778723
p23423_i0,-0.35786312601560627,0.0338644776558246
p23424_i0,-0.13748186859107422,0.012081129134047375
p23425_i0,-0.030058053346269986,0.0030347337904319456
p23426_i0,0.007198277168141735,0.0018097794797648226
p23427_i0,8.084610275507689e-05,1.2804438818430767e-05
p23428_i0,-9.399683073115121e-06,9.320326786886944e-07
p23429_i0,-5.7614500129023605e-05,5.697957746309793e-06
p23430_i0,-9.364927579924582e-05,1.8654809496865184e-05
p23431_i0,0.25513164973334096,0.020720572406821507
p23432_i0,-0.005360477766475154,0.002135291985545822
p23433_i0,0.0009667670449433081,0.0012221983656305808
p23434_i0,-0.02838433537933664,0.004392648914732503
p23436_i0,-0.008840107944323355,0.0012588841151862735
p23437_i0,-0.03540132484174652,0.004058517621950921
p23438_i0,-0.003305526169717366,0.0004502221574127342
p23439_i0,0.009161863038743242,0.0009429182974493402
p23440_i0,-0.005469403502700587,0.0012316705305258752
p23442_i0,-0.055930539016605905,0.006238102309008283
p23443_i0,-0.005920270112511633,0.000930034746867961
p23444_i0,-0.10012355447142933,0.012593626969832305
p23445_i0,0.54760673906011,0.031136248320516053
p23446_i0,0.2779347836252555,0.01616019011163965
p23447_i0,0.17012341545807871,0.01869684425665807
p23448_i0,-0.15273689238977303,0.029718844969942718
p23449_i0,1.200469047147782,0.05499862872466581
p23450_i0,-0.0054603081897134365,0.0015752308467074751
p23460_i0,1.3739864449529201e-05,0.000430200715481094
p23461_i0,0.0027839648718115603,0.00040386663220615045
p23462_i0,-0.00018664299246655067,0.00013633971116149885
p23463_i0,-4.206159108515884e-05,2.0311158319192906e-05
p23470_i0,0.021734491088219936,0.005145451380134217
p23471_i0,4.6932334232446804e-05,0.002972763231342428
p23472_i0,-0.000697898012151308,0.00016718758910421385
p23473_i0,0.00024365283729869958,3.215742495664585e-05
p23474_i0,-0.0008538857417800319,0.000249883022530142
p23475_i0,3.719646429744761e-05,4.9705612792544436e-05
p23476_i0,-7.030455538360144e-05,3.2162204375607985e-05
p23477_i0,0.00011748211968440546,1.680937043674752e-05
p23478_i0,3.900098282774147e-05,2.831191665951243e-05
p23479_i0,0.00890044906532927,0.0021863988468655473
p23480_i0,0.004517134039901204,0.0005295081652512424
