pathway_name,sage_value,sage_value_sd
Amino acids,0.49248305255342134,0.016390680589921464
Apolipoproteins,0.01705523861883702,0.0030556838782500244
Cholesterol,-0.0024503749580582945,0.009601507004908217
Cholesteryl esters,0.04076463192573383,0.004619543862332134
Fatty acids,0.2369298751997078,0.02434777688652865
Fluid balance,-0.02814688136724383,0.004882479197002798
Free cholesterol,0.017474342727581242,0.002301075185444453
Glycolysis related metabolites,-0.002446382474898275,0.002985304730303152
Inflammation,0.07361950353058745,0.0060102789237211456
Ketone bodies,0.048667240036264874,0.00917008896665917
Lipoprotein particle concentrations,0.0001267017513590052,1.977418224230506e-05
Lipoprotein particle sizes,-0.01646722248717061,0.00231414037532561
Lipoprotein subclasses,0.12339994645641154,0.015683300406665
Other lipids,-0.041672220802299265,0.02382897637475349
Phospholipids,-0.0036581584694335184,0.0041085644612183425
Total lipids,0.06003352841272663,0.022146955778250023
Triglycerides,-0.0387074367771203,0.013251104491245672
