metabolite_id,sage_value,sage_value_sd
p23400_i0,0.08666593110121408,0.0097170897961728
p23401_i0,0.05105348666231809,0.004315814425572292
p23402_i0,-0.09962575562814462,0.011807857895361993
p23403_i0,-0.02268374201887345,0.0022039671383802533
p23404_i0,0.04497826683136448,0.005374106429554378
p23405_i0,0.05524975739628305,0.004729686268877166
p23406_i0,-0.011301911804710105,0.004172156502411671
p23407_i0,0.0070388870821530185,0.0013175053384271683
p23408_i0,-0.05558539315511492,0.006373341056340255
p23409_i0,0.0016015822638140674,0.00016050969857533682
p23410_i0,-0.0031448601284608016,0.0007339498320415833
p23411_i0,-0.012345623862587241,0.001855180781342463
p23412_i0,-0.036229049211426285,0.004289029243819
p23413_i0,-0.009573251042345307,0.001020519122801564
p23414_i0,-0.0007060967017902976,0.00088984517007243
p23415_i0,-0.003035026898762988,0.0016753711418735747
p23416_i0,-0.014300796598110652,0.0013710409681594957
p23417_i0,0.014500209568820829,0.0017527691801765277
p23418_i0,0.004310939644917077,0.002802963000357923
p23419_i0,0.012649458397314147,0.0022025667585894634
p23420_i0,0.000184474919540825,0.00025458719739956373
p23421_i0,-0.0012900607414443339,0.0003473409173590935
p23422_i0,-0.0013754406958397427,0.0009129873407938382
p23423_i0,-0.4246549391495095,0.03951813078184741
p23424_i0,-0.1401229804422344,0.014171029728862965
p23425_i0,-0.0352659464844307,0.0036008954441419682
p23426_i0,0.003680681263758166,0.0023160616492160363
p23427_i0,9.029295373861827e-05,1.5090133044247253e-05
p23428_i0,-9.47669636373835e-06,1.1219074381918353e-06
p23429_i0,-5.383116121171445e-05,6.2602359283363e-06
p23430_i0,-9.146959263710055e-05,2.011278837355284e-05
p23431_i0,0.2919999228074907,0.023655801154849478
p23432_i0,-0.006007781864843713,0.0026374178370134915
p23433_i0,0.0020014149997998523,0.0016388685209711771
p23434_i0,-0.03621955445099539,0.005142751583690917
p23436_i0,-0.011522118721901,0.0015959122913429226
p23437_i0,-0.031473451186014766,0.004584931140639521
p23438_i0,-0.0042255187060396245,0.0005428870611304183
p23439_i0,0.011285354253809901,0.0011776057349001355
p23440_i0,-0.009327435319902254,0.001584043617493882
p23442_i0,-0.07128877300227908,0.007177047161329754
p23443_i0,-0.00618732802721473,0.0010029260566532686
p23444_i0,-0.06285666469640033,0.01612812735205828
p23445_i0,0.5421111316752544,0.035460292460793345
p23446_i0,0.27126632459571054,0.01866626778162216
p23447_i0,0.188885957492771,0.023840299571585153
