metabolite_id,sage_value,sage_value_sd
p23400_i0,0.030108347133720504,0.00140316559606194
p23401_i0,0.03304619581809749,0.0012258819136381528
p23402_i0,-0.038007427344361515,0.00144156664773128
p23403_i0,0.01474224783968075,0.0004676252476214514
p23404_i0,0.031451852937457475,0.001344570248541856
p23405_i0,0.0029193092594465716,0.0002948502022403552
p23406_i0,0.009764265230401586,0.0010969747509884953
p23407_i0,0.08137720672193902,0.0023235305692298775
p23408_i0,0.03393273719286192,0.0010042886556777576
p23409_i0,5.502721497673117e-05,2.70093732548916e-05
p23410_i0,-0.0023851560840454583,9.126932142362786e-05
p23411_i0,-0.015618394489938181,0.0007068722779319708
p23412_i0,0.012334064552169897,0.0003655281046521339
p23413_i0,0.006733877040175192,0.00026689902768104715
p23414_i0,-0.00203892174955439,0.0007496563374926754
p23415_i0,-0.003301277110583115,0.0003440506069307218
p23416_i0,-0.004746269600909577,0.0001802274131182485
p23417_i0,0.01884952934057038,0.0007287583238677726
p23418_i0,0.003075662375650298,0.00027707142702683787
p23419_i0,0.0034308960335655892,0.00019970370847635063
p23420_i0,-0.00554633680560512,0.00017346597695019008
p23421_i0,0.003097427498596944,0.00016211377645538517
p23422_i0,0.0004832559102016565,0.000112901902867146
p23423_i0,-0.021410224841870946,0.0009357342971818839
p23424_i0,-0.04588450733866794,0.001440862600632277
p23425_i0,-0.024223695872020935,0.0009278349639227543
p23426_i0,0.0015202159039392578,0.0005783320036282433
p23427_i0,-3.4916635018748283e-06,1.5630113103176505e-06
p23428_i0,-3.6051837113679063e-06,1.0700558963558565e-07
p23429_i0,-2.433246940368754e-05,8.635753622344265e-07
p23430_i0,3.85934595480859e-05,3.967497361571483e-06
p23431_i0,0.17998945799981644,0.005126203402724991
p23432_i0,0.007487073704378727,0.0006787560143064643
p23433_i0,0.021238049955174407,0.0010987502722254311
p23434_i0,0.026433642992867646,0.001317434177539637
p23436_i0,-0.018702682300354666,0.0009768125547490133
p23437_i0,-0.006837926162696969,0.00043088777809451473
p23438_i0,0.00013745446271516736,3.409403263443588e-05
p23439_i0,0.01933984779327258,0.0006954270256922362
p23440_i0,-0.00039037152482973445,0.00010799946798811235
p23442_i0,0.16857237512190976,0.004941997558519866
p23443_i0,0.00021467128037304284,4.5518885914743265e-05
p23444_i0,0.04074476545196338,0.0017206411396779352
p23445_i0,0.03226674033338815,0.0011546092587819072
p23446_i0,0.06141381340533332,0.0021911135956203852
p23447_i0,0.03037087444799696,0.0011330620736872128
p23448_i0,0.025271028395016847,0.0012300781024716715
p23449_i0,-0.09163176533895324,0.003442256387733072
p23450_i0,0.0014095187021106353,0.00010659976997738574
p23460_i0,-0.0005721538756700686,5.257211527123483e-05
p23461_i0,-0.00015563373431924985,4.5319956797698414e-05
p23462_i0,0.00014229535554945814,2.4595376850155635e-05
p23463_i0,8.686333995961799e-06,3.351144567726093e-06
p23464_i0,0.0022900474256963336,0.00011328899898903866
p23465_i0,-0.00015415316210678833,1.470326780385335e-05
p23466_i0,-0.00044388503810959635,2.745309002090232e-05
p23467_i0,-0.00030975146078754786,2.83985550167442e-05
p23468_i0,-2.392374805619147e-05,4.436621987104103e-06
p23469_i0,2.885298645452459e-05,4.9237479475933774e-06
p23470_i0,0.030435761992827787,0.008990395690681888
p23471_i0,0.12083970069824157,0.006649083729346807
p23472_i0,7.039466792342828e-05,2.385883805575407e-05
p23473_i0,-7.633639909296561e-06,3.656424314136142e-06
p23474_i0,0.00017627827676262788,4.120629414111022e-05
p23475_i0,7.853596063772258e-06,6.675114368915284e-06
p23476_i0,-1.4290256270783517e-06,3.176498211969889e-06
p23477_i0,6.160416379666542e-06,1.1391328785500883e-06
p23478_i0,-1.9417066125333833e-05,3.7145910977592267e-06
p23479_i0,0.12828596970211495,0.005960451005518185
p23480_i0,0.000660971368568624,9.564075327129994e-05
p23481_i0,-1.30914675237325e-07,4.692657203409994e-09
p23482_i0,0.0120889092649836,0.00046307268239690496
p23483_i0,0.0009010618204496122,3.156932705025788e-05
p23484_i0,-0.0022586185449064854,6.981048475511834e-05
p23485_i0,0.001565176250530161,4.5675558087591425e-05
p23486_i0,0.0018431830934899833,5.805197000095375e-05
p23487_i0,0.005363444745246657,0.00019675215862916052
p23488_i0,1.0102534591462233e-07,4.11597645443421e-09
p23489_i0,0.01244745316239495,0.000393767392900881
p23490_i0,0.001466945539618029,4.1580516993845614e-05
p23491_i0,-0.0020906465557958714,6.253552866372338e-05
p23492_i0,-0.0010490865873665851,3.0032774666059036e-05
p23493_i0,0.0005364790246327668,1.5255770018316081e-05
p23494_i0,0.0052457682426872414,0.000159740764792529
p23495_i0,1.2997440116334844e-06,3.636422774321846e-08
p23496_i0,0.001501335053847612,8.823498904460772e-05
p23497_i0,0.006326909032832101,0.00017843076149911782
p23498_i0,0.0034816749702285747,9.991749766825796e-05
p23499_i0,0.004874204718541105,0.00014246768268016364
p23500_i0,0.0014013777433594832,4.047107045519176e-05
p23501_i0,0.019303537116821246,0.0005651390749723139
p23502_i0,2.544387377496092e-06,7.716694548054989e-08
p23503_i0,0.0024661311466574465,0.00012617111784866684
p23504_i0,-0.0006387835047918291,3.8173180439740666e-05
p23505_i0,-0.002771161808944657,0.0001126170305137953
p23506_i0,0.005540685888997852,0.00027644074913982393
p23507_i0,0.0008589848051445877,3.1499174070901476e-05
p23508_i0,0.020103706484883077,0.0005464613356119624
p23509_i0,1.6673253040189098e-06,4.923243303608672e-08
p23510_i0,0.01476211735828397,0.00042745519280405753
p23511_i0,-0.004493707059674394,0.00013802273145296234
p23512_i0,0.004102068894717783,0.0001369245257905718
p23513_i0,2.8160351274098413e-05,1.5190206210916163e-05
p23514_i0,0.0009247503860182214,3.208884223137787e-05
p23515_i0,0.0015216709789589364,5.445014998662691e-05
p23516_i0,7.540447916369246e-09,5.6068043848847614e-09
p23517_i0,0.001785415457931209,7.86212791310566e-05
p23518_i0,-0.0008569167312248124,3.4688047293735155e-05
p23519_i0,0.00042291980021899893,2.9109119914589646e-05
p23520_i0,-0.001949754427834536,0.00011739377110384609
p23521_i0,-0.000786013078579211,3.303175182959439e-05
p23522_i0,0.0015407801947745594,4.8410432404864504e-05
p23523_i0,3.938540280949066e-06,1.9861712325521008e-07
p23524_i0,-0.0020618133846220877,0.00015173811876845452
p23525_i0,-0.0046382761359621905,0.00025211001109949697
p23526_i0,-0.007767259681125656,0.0005258648991009718
p23527_i0,-0.002311935354780696,0.000166789398147184
p23528_i0,-0.002729571660132132,0.00018057635622533965
p23529_i0,-0.0008237677127473298,3.377883921321373e-05
p23530_i0,-1.8645572393195154e-05,7.02872022196864e-07
p23531_i0,0.010579921467542849,0.0004714508773653703
p23532_i0,0.0019297790348866688,8.961402008954151e-05
p23533_i0,0.014960936321043729,0.0006509275119335758
p23534_i0,-0.011951183052845139,0.0004926430648345844
p23535_i0,-0.004446760235278341,0.00024051238117413006
p23536_i0,-0.00042395911750013973,2.4160863511159484e-05
p23537_i0,-4.403568008532648e-06,1.5909803231097951e-07
p23538_i0,-0.013316893224480486,0.00045460784664663143
p23539_i0,0.001381911718470711,5.150071575975216e-05
p23540_i0,0.012841364814258889,0.00045332363938698465
p23541_i0,0.005949570239857843,0.0002005686336635335
p23542_i0,-0.0004257189348640195,2.186822254986256e-05
p23543_i0,0.0005432826213319015,1.820967005787608e-05
p23544_i0,-5.8236690138610894e-06,1.914636961021915e-07
p23545_i0,0.0070270673539900835,0.00023891977308732949
p23546_i0,-0.0006899082926502344,2.842496237156677e-05
p23547_i0,-0.003896956605061318,0.00013328220947102207
p23548_i0,0.0016992667767688012,5.767711680796458e-05
p23549_i0,-0.0007476760970515102,3.9167256395187904e-05
p23550_i0,0.0009371543877903575,2.787411176370679e-05
p23551_i0,6.835890984156204e-07,8.64625635428829e-08
p23552_i0,0.00520966202168562,0.00036948463475453117
p23553_i0,0.0033116670376235383,0.0002220896241304291
p23554_i0,0.0013986353386864182,0.00010396842760313735
p23555_i0,0.0010369389051949124,7.465617578864258e-05
p23556_i0,9.450346188644797e-05,7.418395211330723e-06
p23557_i0,-0.00021983909770511076,7.831054022329663e-06
p23558_i0,6.061170756453179e-05,4.635495732660409e-06
p23559_i0,0.016311725996528012,0.0010310524037680578
p23560_i0,0.008921294220043074,0.0006154248899536025
p23561_i0,0.011897801657683438,0.0007876142459790187
p23562_i0,0.007137366247682452,0.00043652910228661804
p23563_i0,0.0009900026258521195,7.42250401405309e-05
p23564_i0,-0.000461159006705115,2.383680105533075e-05
p23565_i0,-2.1810973091205854e-06,6.1948177633097e-07
p23566_i0,0.00012510104614478937,0.0008613318822470368
p23567_i0,-0.00015092963035807656,0.0002310412475154797
p23568_i0,-0.0009012174544522019,0.00017439883008765492
p23569_i0,-0.0007347054466951618,0.00011022549729386533
p23570_i0,-0.0001546722454660939,0.00011560183992574281
p23571_i0,-0.00038513200165059134,1.646922659248348e-05
p23572_i0,7.922177844928782e-05,3.4775425219690338e-06
p23573_i0,0.003390117356318108,0.00016184523617087922
p23574_i0,0.0017912653150524208,9.282657669329365e-05
p23575_i0,0.004446820380891997,0.00023770897462005615
p23576_i0,0.0004249320470425389,2.8019414918803604e-05
p23577_i0,0.00037563001998980696,1.7071259389572612e-05
p23578_i0,0.00010334747420563487,7.209831294509639e-06
